mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,377,118,(5;5;0),(0;0;5),50,160,160.0,30.0 + 50.0 + 30.0
2,1,reshuffle,220,118,(5;5;1),(0;0;4),80,190,190.0,30.0 + 50.0 + 30.0
3,2,reshuffle,165,118,(5;5;2),(0;0;3),110,220,220.0,30.0 + 50.0 + 30.0
4,0,reshuffle,151,118,(5;5;3),(0;0;2),210,320,320.0,30.0 + 50.0 + 30.0
5,1,target,118,118,(5;5;4),WS 1 (Port 1),240,370,370.0,30.0 + 60.0 + 30.0 + 10.0
6,0,return,118,118,WS 1 (Port 1),(0;0;1),374,444,444.0,30.0 + 10.0 + 30.0
7,2,target,75,75,(1;3;2),WS 1 (Port 2),240,340,340.0,30.0 + 30.0 + 30.0 + 10.0
8,1,return,75,75,WS 1 (Port 2),(0;0;0),360,474,474.0,30.0 + 54.0 + 30.0
9,2,reshuffle,77,24,(1;5;2),(0;1;5),370,455,455.0,30.0 + 25.0 + 30.0
10,0,reshuffle,55,24,(1;5;3),(0;1;4),474,559,559.0,30.0 + 25.0 + 30.0
11,1,target,24,24,(1;5;4),WS 1 (Port 1),504,614,614.0,30.0 + 40.0 + 30.0 + 10.0
12,0,return,24,24,WS 1 (Port 1),(0;1;3),622,697,697.0,30.0 + 15.0 + 30.0
13,2,reshuffle,378,119,(5;6;0),(0;1;2),505,727,727.0,30.0 + 162.0 + 30.0
14,1,reshuffle,221,119,(5;6;1),(0;1;1),669,779,779.0,30.0 + 50.0 + 30.0
15,0,reshuffle,166,119,(5;6;2),(0;1;0),747,857,857.0,30.0 + 50.0 + 30.0
16,2,reshuffle,152,119,(5;6;3),(0;2;5),777,882,882.0,30.0 + 45.0 + 30.0
17,1,target,119,119,(5;6;4),WS 1 (Port 1),829,964,964.0,30.0 + 65.0 + 30.0 + 10.0
18,0,return,119,119,WS 1 (Port 1),(1;0;1),968,1043,1043.0,30.0 + 15.0 + 30.0
19,2,target,79,79,(1;7;2),WS 1 (Port 1),912,1032,1032.0,30.0 + 50.0 + 30.0 + 10.0
20,1,return,79,79,WS 1 (Port 1),(1;0;0),1036,1111,1111.0,30.0 + 15.0 + 30.0
21,2,reshuffle,58,27,(1;8;3),(0;2;4),1077,1172,1172.0,30.0 + 35.0 + 30.0
22,0,target,27,27,(1;8;4),WS 1 (Port 1),1107,1232,1232.0,30.0 + 55.0 + 30.0 + 10.0
23,0,return,27,27,WS 1 (Port 1),(0;2;3),1240,1320,1320.0,30.0 + 20.0 + 30.0
