mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,19,63,(1;2;1),(0;0;7),15,90,90.0,30.0 + 15.0 + 30.0
2,1,reshuffle,41,63,(1;2;2),(0;0;6),45,120,120.0,30.0 + 15.0 + 30.0
3,2,target,63,63,(1;2;3),WS 1 (Port 1),75,170,170.0,30.0 + 25.0 + 30.0 + 10.0
4,0,return,63,63,WS 1 (Port 1),(0;0;5),178,248,248.0,30.0 + 10.0 + 30.0
5,1,target,23,23,(2;9;1),WS 1 (Port 1),175,310,310.0,30.0 + 65.0 + 30.0 + 10.0
6,0,return,23,23,WS 1 (Port 1),(0;0;4),316,386,386.0,30.0 + 10.0 + 30.0
7,2,reshuffle,13,57,(1;8;1),(0;0;3),215,416,416.0,30.0 + 141.0 + 30.0
8,1,reshuffle,35,57,(1;8;2),(0;0;2),355,460,460.0,30.0 + 45.0 + 30.0
9,0,target,57,57,(1;8;3),WS 1 (Port 1),431,556,556.0,30.0 + 55.0 + 30.0 + 10.0
10,0,return,57,57,WS 1 (Port 1),(0;0;1),564,634,634.0,30.0 + 10.0 + 30.0
11,1,reshuffle,14,58,(1;7;1),(0;0;0),500,664,664.0,30.0 + 104.0 + 30.0
12,2,reshuffle,36,58,(1;7;2),(0;1;7),530,625,625.0,30.0 + 35.0 + 30.0
13,2,target,58,58,(1;7;3),WS 1 (Port 1),660,780,780.0,30.0 + 50.0 + 30.0 + 10.0
14,0,return,58,58,WS 1 (Port 1),(0;1;6),788,863,863.0,30.0 + 15.0 + 30.0
15,1,reshuffle,17,61,(1;4;1),(0;1;5),689,893,893.0,30.0 + 144.0 + 30.0
16,2,reshuffle,39,61,(1;4;2),(0;1;4),805,923,923.0,30.0 + 58.0 + 30.0
17,0,target,61,61,(1;4;3),WS 1 (Port 1),883,988,988.0,30.0 + 35.0 + 30.0 + 10.0
18,0,return,61,61,WS 1 (Port 1),(0;1;3),996,1071,1071.0,30.0 + 15.0 + 30.0
19,1,reshuffle,29,73,(2;3;1),(0;1;2),913,1101,1101.0,30.0 + 128.0 + 30.0
20,2,reshuffle,51,73,(2;3;2),(0;1;1),943,1131,1131.0,30.0 + 128.0 + 30.0
21,0,target,73,73,(2;3;3),WS 1 (Port 1),1091,1196,1196.0,30.0 + 35.0 + 30.0 + 10.0
22,0,return,73,73,WS 1 (Port 1),(0;1;0),1204,1279,1279.0,30.0 + 15.0 + 30.0
23,1,reshuffle,28,72,(2;4;1),(0;2;7),1126,1206,1206.0,30.0 + 20.0 + 30.0
24,2,reshuffle,50,72,(2;4;2),(0;2;6),1156,1236,1236.0,30.0 + 20.0 + 30.0
25,1,target,72,72,(2;4;3),WS 1 (Port 1),1226,1336,1336.0,30.0 + 40.0 + 30.0 + 10.0
26,0,return,72,72,WS 1 (Port 1),(1;0;0),1344,1419,1419.0,30.0 + 15.0 + 30.0
27,2,reshuffle,27,71,(2;5;1),(0;2;5),1261,1346,1346.0,30.0 + 25.0 + 30.0
28,1,reshuffle,49,71,(2;5;2),(0;2;4),1371,1456,1456.0,30.0 + 25.0 + 30.0
29,2,target,71,71,(2;5;3),WS 1 (Port 1),1401,1516,1516.0,30.0 + 45.0 + 30.0 + 10.0
30,0,return,71,71,WS 1 (Port 1),(0;2;3),1524,1604,1604.0,30.0 + 20.0 + 30.0
