mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,27,27,(2;5;1),WS 1 (Port 1),35,150,150.0,30.0 + 45.0 + 30.0 + 10.0
2,0,return,27,27,WS 1 (Port 1),(0;0;7),178,248,248.0,30.0 + 10.0 + 30.0
3,1,target,154,154,(4;10;1),WS 1 (Port 1),70,220,220.0,30.0 + 80.0 + 30.0 + 10.0
4,0,return,154,154,WS 1 (Port 1),(0;0;6),268,338,338.0,30.0 + 10.0 + 30.0
5,2,target,3,3,(5;7;0),WS 1 (Port 2),60,200,200.0,30.0 + 70.0 + 30.0 + 10.0
6,1,return,3,3,WS 1 (Port 2),(0;0;5),216,368,368.0,30.0 + 92.0 + 30.0
7,2,target,0,0,(5;10;0),WS 1 (Port 1),275,430,430.0,30.0 + 85.0 + 30.0 + 10.0
8,0,return,0,0,WS 1 (Port 1),(0;0;4),434,504,504.0,30.0 + 10.0 + 30.0
9,1,target,8,8,(5;2;0),WS 1 (Port 1),403,518,518.0,30.0 + 45.0 + 30.0 + 10.0
10,0,return,8,8,WS 1 (Port 1),(0;0;3),534,604,604.0,30.0 + 10.0 + 30.0
11,2,target,5,5,(5;5;0),WS 1 (Port 1),480,610,610.0,30.0 + 60.0 + 30.0 + 10.0
12,0,return,5,5,WS 1 (Port 1),(0;0;2),626,696,696.0,30.0 + 10.0 + 30.0
