mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,1,1,(5;9;0),WS 2 (Port 1),70,225,225.0,30.0 + 85.0 + 30.0 + 10.0
2,0,return,1,1,WS 2 (Port 1),(0;0;7),241,316,316.0,30.0 + 15.0 + 30.0
3,1,target,8,8,(5;2;0),WS 2 (Port 2),35,155,155.0,30.0 + 50.0 + 30.0 + 10.0
4,1,return,8,8,WS 2 (Port 2),(0;0;6),171,346,346.0,30.0 + 115.0 + 30.0
5,2,target,7,7,(5;3;0),WS 2 (Port 3),40,165,165.0,30.0 + 55.0 + 30.0 + 10.0
6,2,return,7,7,WS 2 (Port 3),(0;0;5),171,376,376.0,30.0 + 145.0 + 30.0
7,0,target,5,5,(5;5;0),WS 2 (Port 1),366,501,501.0,30.0 + 65.0 + 30.0 + 10.0
8,0,return,5,5,WS 2 (Port 1),(0;0;4),517,592,592.0,30.0 + 15.0 + 30.0
9,1,target,3,3,(5;7;0),WS 2 (Port 2),406,551,551.0,30.0 + 75.0 + 30.0 + 10.0
10,1,return,3,3,WS 2 (Port 2),(0;0;3),567,642,642.0,30.0 + 15.0 + 30.0
11,2,target,24,24,(2;8;1),WS 1 (Port 1),426,556,556.0,30.0 + 60.0 + 30.0 + 10.0
12,0,return,24,24,WS 1 (Port 1),(0;0;2),602,672,672.0,30.0 + 10.0 + 30.0
