mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,10,10,(5;0;0),WS 2 (Port 1),25,135,135.0,30.0 + 40.0 + 30.0 + 10.0
2,0,return,10,10,WS 2 (Port 1),(0;0;7),155,230,230.0,30.0 + 15.0 + 30.0
3,1,reshuffle,12,56,(1;9;1),(0;0;6),50,260,260.0,30.0 + 150.0 + 30.0
4,2,reshuffle,34,56,(1;9;2),(0;0;5),80,290,290.0,30.0 + 150.0 + 30.0
5,0,target,56,56,(1;9;3),WS 1 (Port 1),280,410,410.0,30.0 + 60.0 + 30.0 + 10.0
6,0,return,56,56,WS 1 (Port 1),(0;0;4),414,484,484.0,30.0 + 10.0 + 30.0
7,1,reshuffle,13,57,(1;8;1),(0;0;3),305,514,514.0,30.0 + 149.0 + 30.0
8,2,reshuffle,35,57,(1;8;2),(0;0;2),335,544,544.0,30.0 + 149.0 + 30.0
9,0,target,57,57,(1;8;3),WS 1 (Port 1),529,654,654.0,30.0 + 55.0 + 30.0 + 10.0
10,0,return,57,57,WS 1 (Port 1),(0;0;1),662,732,732.0,30.0 + 10.0 + 30.0
11,1,reshuffle,31,75,(2;1;1),(0;0;0),529,762,762.0,30.0 + 173.0 + 30.0
12,2,reshuffle,53,75,(2;1;2),(0;1;7),559,629,629.0,30.0 + 10.0 + 30.0
13,2,target,75,75,(2;1;3),WS 1 (Port 1),639,734,734.0,30.0 + 25.0 + 30.0 + 10.0
14,2,return,75,75,WS 1 (Port 1),(0;1;6),740,815,815.0,30.0 + 15.0 + 30.0
15,0,reshuffle,30,118,(2;2;1),(0;1;5),752,845,845.0,30.0 + 33.0 + 30.0
16,1,reshuffle,52,118,(2;2;2),(0;1;4),782,875,875.0,30.0 + 33.0 + 30.0
17,2,reshuffle,74,118,(2;2;3),(0;1;3),830,905,905.0,30.0 + 15.0 + 30.0
18,0,reshuffle,96,118,(2;2;4),(0;1;2),860,935,935.0,30.0 + 15.0 + 30.0
19,1,target,118,118,(2;2;5),WS 1 (Port 1),890,990,990.0,30.0 + 30.0 + 30.0 + 10.0
20,0,return,118,118,WS 1 (Port 1),(0;1;1),1000,1075,1075.0,30.0 + 15.0 + 30.0
