mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,384,92,(4;1;0),(0;0;5),25,110,110.0,30.0 + 25.0 + 30.0
2,1,reshuffle,227,92,(4;1;1),(0;0;4),55,140,140.0,30.0 + 25.0 + 30.0
3,2,reshuffle,172,92,(4;1;2),(0;0;3),85,170,170.0,30.0 + 25.0 + 30.0
4,0,reshuffle,158,92,(4;1;3),(0;0;2),135,220,220.0,30.0 + 25.0 + 30.0
5,1,reshuffle,125,92,(4;1;4),(0;0;1),165,250,250.0,30.0 + 25.0 + 30.0
6,2,target,92,92,(4;1;5),WS 2 (Port 1),195,305,305.0,30.0 + 40.0 + 30.0 + 10.0
7,0,return,92,92,WS 2 (Port 1),(0;0;0),313,388,388.0,30.0 + 15.0 + 30.0
8,1,reshuffle,73,20,(1;1;2),(0;1;5),260,325,325.0,30.0 + 5.0 + 30.0
9,2,reshuffle,51,20,(1;1;3),(0;1;4),320,385,385.0,30.0 + 5.0 + 30.0
10,1,target,20,20,(1;1;4),WS 2 (Port 1),350,445,445.0,30.0 + 25.0 + 30.0 + 10.0
11,0,return,20,20,WS 2 (Port 1),(0;1;3),485,565,565.0,30.0 + 20.0 + 30.0
12,1,reshuffle,385,93,(4;2;0),(0;1;2),480,595,595.0,30.0 + 55.0 + 30.0
13,2,reshuffle,228,93,(4;2;1),(0;1;1),510,625,625.0,30.0 + 55.0 + 30.0
14,0,reshuffle,173,93,(4;2;2),(0;1;0),590,675,675.0,30.0 + 25.0 + 30.0
15,1,reshuffle,159,93,(4;2;3),(0;2;5),620,700,700.0,30.0 + 20.0 + 30.0
16,2,reshuffle,126,93,(4;2;4),(0;2;4),650,730,730.0,30.0 + 20.0 + 30.0
17,0,target,93,93,(4;2;5),WS 2 (Port 1),700,815,815.0,30.0 + 45.0 + 30.0 + 10.0
18,0,return,93,93,WS 2 (Port 1),(1;0;1),823,903,903.0,30.0 + 20.0 + 30.0
19,1,reshuffle,374,82,(5;2;0),(0;2;3),725,810,810.0,30.0 + 25.0 + 30.0
20,2,reshuffle,217,82,(5;2;1),(0;2;2),755,840,840.0,30.0 + 25.0 + 30.0
21,1,reshuffle,162,82,(5;2;2),(0;2;1),835,920,920.0,30.0 + 25.0 + 30.0
22,2,reshuffle,148,82,(5;2;3),(0;2;0),865,950,950.0,30.0 + 25.0 + 30.0
23,0,reshuffle,115,82,(5;2;4),(0;3;5),933,1023,1023.0,30.0 + 30.0 + 30.0
24,1,target,82,82,(5;2;5),WS 2 (Port 1),963,1083,1083.0,30.0 + 50.0 + 30.0 + 10.0
25,0,return,82,82,WS 2 (Port 1),(1;0;0),1089,1169,1169.0,30.0 + 20.0 + 30.0
26,2,reshuffle,375,83,(5;3;0),(0;3;4),980,1065,1065.0,30.0 + 25.0 + 30.0
27,2,reshuffle,218,83,(5;3;1),(0;3;3),1090,1175,1175.0,30.0 + 25.0 + 30.0
28,1,reshuffle,163,83,(5;3;2),(0;3;2),1128,1213,1213.0,30.0 + 25.0 + 30.0
29,2,reshuffle,149,83,(5;3;3),(0;3;1),1200,1285,1285.0,30.0 + 25.0 + 30.0
30,0,reshuffle,116,83,(5;3;4),(0;3;0),1230,1315,1315.0,30.0 + 25.0 + 30.0
31,1,target,83,83,(5;3;5),WS 2 (Port 1),1260,1385,1385.0,30.0 + 55.0 + 30.0 + 10.0
32,0,return,83,83,WS 2 (Port 1),(1;1;4),1393,1478,1478.0,30.0 + 25.0 + 30.0
33,2,reshuffle,376,84,(5;4;0),(0;4;5),1315,1400,1400.0,30.0 + 25.0 + 30.0
34,2,reshuffle,219,84,(5;4;1),(0;4;4),1425,1510,1510.0,30.0 + 25.0 + 30.0
35,1,reshuffle,164,84,(5;4;2),(0;4;3),1455,1540,1540.0,30.0 + 25.0 + 30.0
36,0,reshuffle,150,84,(5;4;3),(0;4;2),1513,1598,1598.0,30.0 + 25.0 + 30.0
37,2,reshuffle,117,84,(5;4;4),(0;4;1),1543,1628,1628.0,30.0 + 25.0 + 30.0
38,1,target,84,84,(5;4;5),WS 2 (Port 1),1573,1703,1703.0,30.0 + 60.0 + 30.0 + 10.0
39,0,return,84,84,WS 2 (Port 1),(1;1;3),1711,1796,1796.0,30.0 + 25.0 + 30.0
40,2,reshuffle,377,85,(5;5;0),(0;4;0),1658,1748,1748.0,30.0 + 30.0 + 30.0
41,1,reshuffle,220,85,(5;5;1),(0;5;5),1758,1843,1843.0,30.0 + 25.0 + 30.0
42,2,reshuffle,165,85,(5;5;2),(0;5;4),1788,1873,1873.0,30.0 + 25.0 + 30.0
43,0,reshuffle,151,85,(5;5;3),(0;5;3),1836,1921,1921.0,30.0 + 25.0 + 30.0
44,1,reshuffle,118,85,(5;5;4),(0;5;2),1868,1953,1953.0,30.0 + 25.0 + 30.0
45,2,target,85,85,(5;5;5),WS 2 (Port 1),1898,2033,2033.0,30.0 + 65.0 + 30.0 + 10.0
46,0,return,85,85,WS 2 (Port 1),(1;1;2),2041,2126,2126.0,30.0 + 25.0 + 30.0
47,1,reshuffle,378,86,(5;6;0),(0;5;1),1983,2073,2073.0,30.0 + 30.0 + 30.0
48,2,reshuffle,221,86,(5;6;1),(0;5;0),2093,2183,2183.0,30.0 + 30.0 + 30.0
49,1,reshuffle,166,86,(5;6;2),(0;6;5),2123,2208,2208.0,30.0 + 25.0 + 30.0
50,0,reshuffle,152,86,(5;6;3),(0;6;4),2171,2256,2256.0,30.0 + 25.0 + 30.0
51,2,reshuffle,119,86,(5;6;4),(0;6;3),2213,2298,2298.0,30.0 + 25.0 + 30.0
52,1,target,86,86,(5;6;5),WS 2 (Port 1),2243,2383,2383.0,30.0 + 70.0 + 30.0 + 10.0
53,0,return,86,86,WS 2 (Port 1),(1;1;1),2391,2476,2476.0,30.0 + 25.0 + 30.0
54,2,reshuffle,379,87,(5;7;0),(0;6;2),2328,2418,2418.0,30.0 + 30.0 + 30.0
55,1,reshuffle,222,87,(5;7;1),(0;6;1),2448,2538,2538.0,30.0 + 30.0 + 30.0
56,2,reshuffle,167,87,(5;7;2),(0;6;0),2478,2568,2568.0,30.0 + 30.0 + 30.0
57,0,reshuffle,153,87,(5;7;3),(0;7;5),2526,2611,2611.0,30.0 + 25.0 + 30.0
58,1,reshuffle,120,87,(5;7;4),(0;7;4),2568,2653,2653.0,30.0 + 25.0 + 30.0
59,2,target,87,87,(5;7;5),WS 2 (Port 1),2598,2743,2743.0,30.0 + 75.0 + 30.0 + 10.0
60,0,return,87,87,WS 2 (Port 1),(1;1;0),2751,2836,2836.0,30.0 + 25.0 + 30.0
61,1,reshuffle,380,88,(5;8;0),(0;7;3),2683,2773,2773.0,30.0 + 30.0 + 30.0
62,1,reshuffle,223,88,(5;8;1),(0;7;2),2803,2893,2893.0,30.0 + 30.0 + 30.0
63,2,reshuffle,168,88,(5;8;2),(0;7;1),2833,2923,2923.0,30.0 + 30.0 + 30.0
64,0,reshuffle,154,88,(5;8;3),(0;7;0),2891,2981,2981.0,30.0 + 30.0 + 30.0
65,1,reshuffle,121,88,(5;8;4),(0;8;5),2923,3008,3008.0,30.0 + 25.0 + 30.0
66,2,target,88,88,(5;8;5),WS 2 (Port 1),2953,3103,3103.0,30.0 + 80.0 + 30.0 + 10.0
67,0,return,88,88,WS 2 (Port 1),(2;0;1),3111,3196,3196.0,30.0 + 25.0 + 30.0
68,1,reshuffle,381,89,(5;9;0),(0;8;4),3038,3128,3128.0,30.0 + 30.0 + 30.0
69,1,reshuffle,224,89,(5;9;1),(0;8;3),3158,3248,3248.0,30.0 + 30.0 + 30.0
70,2,reshuffle,169,89,(5;9;2),(0;8;2),3188,3278,3278.0,30.0 + 30.0 + 30.0
71,0,reshuffle,155,89,(5;9;3),(0;8;1),3256,3346,3346.0,30.0 + 30.0 + 30.0
72,1,reshuffle,122,89,(5;9;4),(0;8;0),3286,3376,3376.0,30.0 + 30.0 + 30.0
73,2,target,89,89,(5;9;5),WS 2 (Port 1),3316,3471,3471.0,30.0 + 85.0 + 30.0 + 10.0
74,0,return,89,89,WS 2 (Port 1),(2;0;0),3479,3564,3564.0,30.0 + 25.0 + 30.0
75,1,reshuffle,386,94,(4;3;1),(0;9;5),3421,3531,3531.0,30.0 + 50.0 + 30.0
76,2,reshuffle,320,94,(4;3;2),(0;9;4),3511,3621,3621.0,30.0 + 50.0 + 30.0
77,1,reshuffle,229,94,(4;3;3),(0;9;3),3581,3691,3691.0,30.0 + 50.0 + 30.0
78,0,reshuffle,174,94,(4;3;4),(0;9;2),3611,3721,3721.0,30.0 + 50.0 + 30.0
79,2,reshuffle,127,94,(4;3;5),(0;9;1),3671,3781,3781.0,30.0 + 50.0 + 30.0
80,1,target,94,94,(4;3;6),WS 2 (Port 1),3741,3861,3861.0,30.0 + 50.0 + 30.0 + 10.0
81,0,return,94,94,WS 2 (Port 1),(1;2;1),3867,3957,3957.0,30.0 + 30.0 + 30.0
82,2,reshuffle,382,90,(5;10;0),(0;9;0),3811,3901,3901.0,30.0 + 30.0 + 30.0
83,2,reshuffle,225,90,(5;10;1),(0;10;5),3931,4016,4016.0,30.0 + 25.0 + 30.0
84,1,reshuffle,170,90,(5;10;2),(0;10;4),3961,4046,4046.0,30.0 + 25.0 + 30.0
85,0,reshuffle,156,90,(5;10;3),(0;10;3),4017,4102,4102.0,30.0 + 25.0 + 30.0
86,2,reshuffle,123,90,(5;10;4),(0;10;2),4047,4132,4132.0,30.0 + 25.0 + 30.0
87,1,target,90,90,(5;10;5),WS 2 (Port 1),4077,4237,4237.0,30.0 + 90.0 + 30.0 + 10.0
88,0,return,90,90,WS 2 (Port 1),(1;2;0),4245,4335,4335.0,30.0 + 30.0 + 30.0
89,2,reshuffle,383,91,(4;0;0),(0;10;1),4202,4332,4332.0,30.0 + 70.0 + 30.0
90,1,reshuffle,226,91,(4;0;1),(0;10;0),4262,4392,4392.0,30.0 + 70.0 + 30.0
91,0,reshuffle,171,91,(4;0;2),(1;3;1),4360,4450,4450.0,30.0 + 30.0 + 30.0
92,2,reshuffle,157,91,(4;0;3),(1;3;0),4402,4492,4492.0,30.0 + 30.0 + 30.0
93,1,reshuffle,124,91,(4;0;4),(1;4;1),4462,4557,4557.0,30.0 + 35.0 + 30.0
94,0,target,91,91,(4;0;5),WS 2 (Port 1),4492,4597,4597.0,30.0 + 35.0 + 30.0 + 10.0
95,0,return,91,91,WS 2 (Port 1),(2;1;1),4605,4695,4695.0,30.0 + 30.0 + 30.0
