mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,76,76,(1;4;2),WS 2 (Port 1),25,135,135.0,30.0 + 40.0 + 30.0 + 10.0
2,0,return,76,76,WS 2 (Port 1),(0;0;5),147,222,222.0,30.0 + 15.0 + 30.0
3,1,reshuffle,64,11,(2;3;2),(0;0;4),25,252,252.0,30.0 + 167.0 + 30.0
4,2,reshuffle,42,11,(2;3;3),(0;0;3),55,282,282.0,30.0 + 167.0 + 30.0
5,0,target,11,11,(2;3;4),WS 1 (Port 1),247,352,352.0,30.0 + 35.0 + 30.0 + 10.0
6,0,return,11,11,WS 1 (Port 1),(0;0;2),356,426,426.0,30.0 + 10.0 + 30.0
7,1,target,75,75,(1;3;2),WS 2 (Port 1),272,377,377.0,30.0 + 35.0 + 30.0 + 10.0
8,1,return,75,75,WS 2 (Port 1),(0;0;1),385,460,460.0,30.0 + 15.0 + 30.0
9,2,reshuffle,63,10,(2;2;2),(0;0;0),302,490,490.0,30.0 + 128.0 + 30.0
10,0,reshuffle,41,10,(2;2;3),(0;1;5),446,521,521.0,30.0 + 15.0 + 30.0
11,1,target,10,10,(2;2;4),WS 1 (Port 1),480,580,580.0,30.0 + 30.0 + 30.0 + 10.0
12,0,return,10,10,WS 1 (Port 1),(0;1;4),604,679,679.0,30.0 + 15.0 + 30.0
