mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,189,189,(0;5;0),WS 1 (Port 1),25,130,130.0,30.0 + 35.0 + 30.0 + 10.0
2,0,return,189,189,WS 1 (Port 1),(1;0;1),132,207,207.0,30.0 + 15.0 + 30.0
3,1,target,174,174,(2;3;2),WS 1 (Port 2),25,130,130.0,30.0 + 35.0 + 30.0 + 10.0
4,1,return,174,174,WS 1 (Port 2),(1;0;0),132,237,237.0,30.0 + 45.0 + 30.0
5,2,target,172,172,(2;7;1),WS 1 (Port 3),45,170,170.0,30.0 + 55.0 + 30.0 + 10.0
6,2,return,172,172,WS 1 (Port 3),(0;2;4),172,252,252.0,30.0 + 20.0 + 30.0
7,0,target,46,46,(5;9;4),WS 1 (Port 1),272,422,422.0,30.0 + 80.0 + 30.0 + 10.0
8,0,return,46,46,WS 1 (Port 1),(0;2;3),424,504,504.0,30.0 + 20.0 + 30.0
9,1,target,112,112,(3;9;0),WS 1 (Port 2),292,432,432.0,30.0 + 70.0 + 30.0 + 10.0
10,1,return,112,112,WS 1 (Port 2),(0;2;2),434,534,534.0,30.0 + 40.0 + 30.0
11,2,target,274,274,(3;8;1),WS 1 (Port 3),297,432,432.0,30.0 + 65.0 + 30.0 + 10.0
12,2,return,274,274,WS 1 (Port 3),(0;2;1),434,564,564.0,30.0 + 70.0 + 30.0
