mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,389,97,(4;6;1),(0;0;5),50,160,160.0,30.0 + 50.0 + 30.0
2,1,reshuffle,323,97,(4;6;2),(0;0;4),80,190,190.0,30.0 + 50.0 + 30.0
3,2,reshuffle,232,97,(4;6;3),(0;0;3),110,220,220.0,30.0 + 50.0 + 30.0
4,0,reshuffle,177,97,(4;6;4),(0;0;2),210,320,320.0,30.0 + 50.0 + 30.0
5,1,reshuffle,130,97,(4;6;5),(0;0;1),240,350,350.0,30.0 + 50.0 + 30.0
6,2,target,97,97,(4;6;6),WS 1 (Port 1),270,400,400.0,30.0 + 60.0 + 30.0 + 10.0
7,0,return,97,97,WS 1 (Port 1),(0;0;0),414,484,484.0,30.0 + 10.0 + 30.0
8,1,reshuffle,66,198,(2;5;2),(0;1;5),385,475,475.0,30.0 + 30.0 + 30.0
9,2,reshuffle,44,198,(2;5;3),(0;1;4),435,525,525.0,30.0 + 30.0 + 30.0
10,1,reshuffle,13,198,(2;5;4),(0;1;3),505,595,595.0,30.0 + 30.0 + 30.0
11,0,reshuffle,344,198,(2;5;5),(0;1;2),535,625,625.0,30.0 + 30.0 + 30.0
12,2,target,198,198,(2;5;6),WS 1 (Port 1),565,680,680.0,30.0 + 45.0 + 30.0 + 10.0
13,0,return,198,198,WS 1 (Port 1),(0;1;1),704,779,779.0,30.0 + 15.0 + 30.0
14,1,reshuffle,67,199,(2;6;2),(0;1;0),630,809,809.0,30.0 + 119.0 + 30.0
15,2,reshuffle,45,199,(2;6;3),(0;2;5),720,810,810.0,30.0 + 30.0 + 30.0
16,0,reshuffle,14,199,(2;6;4),(0;2;4),814,904,904.0,30.0 + 30.0 + 30.0
17,1,reshuffle,345,199,(2;6;5),(0;2;3),844,934,934.0,30.0 + 30.0 + 30.0
18,2,target,199,199,(2;6;6),WS 1 (Port 1),874,994,994.0,30.0 + 50.0 + 30.0 + 10.0
19,0,return,199,199,WS 1 (Port 1),(1;0;1),1018,1093,1093.0,30.0 + 15.0 + 30.0
