mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,63,10,(2;2;2),(0;0;5),20,100,100.0,30.0 + 20.0 + 30.0
2,1,reshuffle,41,10,(2;2;3),(0;0;4),50,130,130.0,30.0 + 20.0 + 30.0
3,2,target,10,10,(2;2;4),WS 1 (Port 1),80,180,180.0,30.0 + 30.0 + 30.0 + 10.0
4,0,return,10,10,WS 1 (Port 1),(0;0;3),182,252,252.0,30.0 + 10.0 + 30.0
5,1,target,33,33,(3;5;1),WS 1 (Port 1),170,290,290.0,30.0 + 50.0 + 30.0 + 10.0
6,0,return,33,33,WS 1 (Port 1),(0;0;2),294,364,364.0,30.0 + 10.0 + 30.0
7,2,target,34,34,(3;6;1),WS 1 (Port 1),225,350,350.0,30.0 + 55.0 + 30.0 + 10.0
8,1,return,34,34,WS 1 (Port 1),(0;0;1),358,428,428.0,30.0 + 10.0 + 30.0
9,2,target,35,35,(3;7;1),WS 1 (Port 1),400,530,530.0,30.0 + 60.0 + 30.0 + 10.0
10,0,return,35,35,WS 1 (Port 1),(0;0;0),538,608,608.0,30.0 + 10.0 + 30.0
11,1,target,75,75,(1;3;2),WS 1 (Port 2),448,548,548.0,30.0 + 30.0 + 30.0 + 10.0
12,1,return,75,75,WS 1 (Port 2),(0;1;5),556,631,631.0,30.0 + 15.0 + 30.0
13,2,target,76,76,(1;4;2),WS 1 (Port 1),555,660,660.0,30.0 + 35.0 + 30.0 + 10.0
14,0,return,76,76,WS 1 (Port 1),(0;1;4),666,741,741.0,30.0 + 15.0 + 30.0
