mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,114,319,(4;10;1),(0;2;4),70,190,190.0,30.0 + 60.0 + 30.0
2,1,reshuffle,383,319,(4;10;2),(0;2;3),100,220,220.0,30.0 + 60.0 + 30.0
3,2,reshuffle,387,319,(4;10;3),(0;2;2),130,250,250.0,30.0 + 60.0 + 30.0
4,0,target,319,319,(4;10;4),WS 2 (Port 1),250,405,405.0,30.0 + 85.0 + 30.0 + 10.0
5,0,return,319,319,WS 2 (Port 1),(1;0;1),449,529,529.0,30.0 + 20.0 + 30.0
6,1,target,59,59,(4;0;6),WS 2 (Port 2),250,355,355.0,30.0 + 35.0 + 30.0 + 10.0
7,1,return,59,59,WS 2 (Port 2),(1;0;0),357,559,559.0,30.0 + 142.0 + 30.0
8,2,target,79,79,(2;0;1),WS 2 (Port 3),270,365,365.0,30.0 + 25.0 + 30.0 + 10.0
9,2,return,79,79,WS 2 (Port 3),(0;2;1),369,454,454.0,30.0 + 25.0 + 30.0
10,2,target,101,101,(1;8;1),WS 2 (Port 1),489,619,619.0,30.0 + 60.0 + 30.0 + 10.0
11,0,return,101,101,WS 2 (Port 1),(0;2;0),633,718,718.0,30.0 + 25.0 + 30.0
12,1,target,183,183,(3;5;2),WS 2 (Port 1),594,719,719.0,30.0 + 55.0 + 30.0 + 10.0
13,0,return,183,183,WS 2 (Port 1),(1;1;2),787,872,872.0,30.0 + 25.0 + 30.0
14,2,target,279,279,(4;9;0),WS 2 (Port 1),689,839,839.0,30.0 + 80.0 + 30.0 + 10.0
15,1,return,279,279,WS 2 (Port 1),(1;1;1),847,932,932.0,30.0 + 25.0 + 30.0
