mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,150,35,(1;4;0),(0;2;4),25,100,100.0,30.0 + 15.0 + 30.0
2,1,target,35,35,(1;4;1),WS 1 (Port 1),55,160,160.0,30.0 + 35.0 + 30.0 + 10.0
3,0,return,35,35,WS 1 (Port 1),(1;0;1),166,241,241.0,30.0 + 15.0 + 30.0
4,2,target,189,189,(0;5;0),WS 1 (Port 2),25,130,130.0,30.0 + 35.0 + 30.0 + 10.0
5,1,return,189,189,WS 1 (Port 2),(1;0;0),150,271,271.0,30.0 + 61.0 + 30.0
6,2,target,87,87,(4;3;0),WS 1 (Port 1),165,280,280.0,30.0 + 45.0 + 30.0 + 10.0
7,0,return,87,87,WS 1 (Port 1),(0;2;3),286,366,366.0,30.0 + 20.0 + 30.0
8,1,target,71,71,(2;10;5),WS 1 (Port 1),326,466,466.0,30.0 + 70.0 + 30.0 + 10.0
9,0,return,71,71,WS 1 (Port 1),(0;2;2),472,552,552.0,30.0 + 20.0 + 30.0
10,2,target,59,59,(4;0;6),WS 1 (Port 2),300,400,400.0,30.0 + 30.0 + 30.0 + 10.0
11,1,return,59,59,WS 1 (Port 2),(0;2;1),456,582,582.0,30.0 + 66.0 + 30.0
12,2,target,57,57,(4;7;1),WS 1 (Port 1),455,590,590.0,30.0 + 65.0 + 30.0 + 10.0
13,0,return,57,57,WS 1 (Port 1),(0;2;0),596,676,676.0,30.0 + 20.0 + 30.0
14,1,target,357,357,(3;7;5),WS 1 (Port 1),622,752,752.0,30.0 + 60.0 + 30.0 + 10.0
15,0,return,357,357,WS 1 (Port 1),(1;1;2),758,838,838.0,30.0 + 20.0 + 30.0
16,2,target,22,22,(5;1;4),WS 1 (Port 2),620,730,730.0,30.0 + 40.0 + 30.0 + 10.0
17,1,return,22,22,WS 1 (Port 2),(1;1;1),742,868,868.0,30.0 + 66.0 + 30.0
18,2,target,3,3,(2;5;2),WS 1 (Port 1),765,880,880.0,30.0 + 45.0 + 30.0 + 10.0
19,0,return,3,3,WS 1 (Port 1),(1;1;0),886,966,966.0,30.0 + 20.0 + 30.0
