mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,273,273,(3;10;0),WS 2 (Port 1),65,215,215.0,30.0 + 80.0 + 30.0 + 10.0
2,0,return,273,273,WS 2 (Port 1),(1;0;1),223,303,303.0,30.0 + 20.0 + 30.0
3,1,target,392,392,(1;10;0),WS 2 (Port 2),55,195,195.0,30.0 + 70.0 + 30.0 + 10.0
4,1,return,392,392,WS 2 (Port 2),(1;0;0),203,333,333.0,30.0 + 70.0 + 30.0
5,2,target,302,302,(0;2;5),WS 2 (Port 3),10,105,105.0,30.0 + 25.0 + 30.0 + 10.0
6,2,return,302,302,WS 2 (Port 3),(0;2;5),111,196,196.0,30.0 + 25.0 + 30.0
7,2,target,27,27,(5;3;0),WS 1 (Port 1),226,346,346.0,30.0 + 50.0 + 30.0 + 10.0
8,0,return,27,27,WS 1 (Port 1),(0;2;4),368,448,448.0,30.0 + 20.0 + 30.0
9,1,target,52,52,(0;3;3),WS 2 (Port 1),353,453,453.0,30.0 + 30.0 + 30.0 + 10.0
10,1,return,52,52,WS 2 (Port 1),(0;2;3),461,546,546.0,30.0 + 25.0 + 30.0
