mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,45,45,(5;2;5),WS 1 (Port 1),35,150,150.0,30.0 + 45.0 + 30.0 + 10.0
2,0,return,45,45,WS 1 (Port 1),(1;0;1),160,235,235.0,30.0 + 15.0 + 30.0
3,1,target,357,357,(3;7;5),WS 1 (Port 2),50,180,180.0,30.0 + 60.0 + 30.0 + 10.0
4,1,return,357,357,WS 1 (Port 2),(1;0;0),186,265,265.0,30.0 + 19.0 + 30.0
5,2,target,3,3,(2;5;2),WS 1 (Port 3),35,150,150.0,30.0 + 45.0 + 30.0 + 10.0
6,2,return,3,3,WS 1 (Port 3),(0;2;4),156,236,236.0,30.0 + 20.0 + 30.0
7,0,target,22,22,(5;1;4),WS 1 (Port 1),260,370,370.0,30.0 + 40.0 + 30.0 + 10.0
8,0,return,22,22,WS 1 (Port 1),(0;2;3),376,456,456.0,30.0 + 20.0 + 30.0
9,2,target,87,87,(4;3;0),WS 1 (Port 2),261,376,376.0,30.0 + 45.0 + 30.0 + 10.0
10,1,return,87,87,WS 1 (Port 2),(0;2;2),382,486,486.0,30.0 + 44.0 + 30.0
11,2,target,71,71,(2;10;5),WS 1 (Port 1),436,576,576.0,30.0 + 70.0 + 30.0 + 10.0
12,0,return,71,71,WS 1 (Port 1),(0;2;1),582,662,662.0,30.0 + 20.0 + 30.0
13,1,target,59,59,(4;0;6),WS 1 (Port 2),516,616,616.0,30.0 + 30.0 + 30.0 + 10.0
14,1,return,59,59,WS 1 (Port 2),(0;2;0),618,698,698.0,30.0 + 20.0 + 30.0
15,2,target,101,101,(1;8;1),WS 2 (Port 1),621,751,751.0,30.0 + 60.0 + 30.0 + 10.0
16,0,return,101,101,WS 2 (Port 1),(1;1;2),755,840,840.0,30.0 + 25.0 + 30.0
17,1,target,275,275,(0;4;0),WS 2 (Port 1),708,813,813.0,30.0 + 35.0 + 30.0 + 10.0
18,1,return,275,275,WS 2 (Port 1),(1;1;1),829,914,914.0,30.0 + 25.0 + 30.0
