mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,24,24,(2;8;1),WS 2 (Port 1),50,185,185.0,30.0 + 65.0 + 30.0 + 10.0
2,0,return,24,24,WS 2 (Port 1),(0;0;7),187,262,262.0,30.0 + 15.0 + 30.0
3,1,reshuffle,30,195,(2;2;1),(0;0;6),20,292,292.0,30.0 + 212.0 + 30.0
4,2,reshuffle,52,195,(2;2;2),(0;0;5),50,322,322.0,30.0 + 212.0 + 30.0
5,0,reshuffle,74,195,(2;2;3),(0;0;4),282,362,362.0,30.0 + 20.0 + 30.0
6,1,reshuffle,96,195,(2;2;4),(0;0;3),312,392,392.0,30.0 + 20.0 + 30.0
7,2,reshuffle,118,195,(2;2;5),(0;0;2),342,422,422.0,30.0 + 20.0 + 30.0
8,0,reshuffle,140,195,(2;2;6),(0;0;1),382,462,462.0,30.0 + 20.0 + 30.0
9,1,target,195,195,(2;2;7),WS 2 (Port 1),412,517,517.0,30.0 + 35.0 + 30.0 + 10.0
10,0,return,195,195,WS 2 (Port 1),(0;0;0),519,594,594.0,30.0 + 15.0 + 30.0
