mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,16,126,(1;5;1),(0;0;7),30,120,120.0,30.0 + 30.0 + 30.0
2,1,reshuffle,38,126,(1;5;2),(0;0;6),60,150,150.0,30.0 + 30.0 + 30.0
3,2,reshuffle,60,126,(1;5;3),(0;0;5),90,180,180.0,30.0 + 30.0 + 30.0
4,0,reshuffle,82,126,(1;5;4),(0;0;4),150,240,240.0,30.0 + 30.0 + 30.0
5,1,reshuffle,104,126,(1;5;5),(0;0;3),180,270,270.0,30.0 + 30.0 + 30.0
6,2,target,126,126,(1;5;6),WS 2 (Port 1),210,325,325.0,30.0 + 45.0 + 30.0 + 10.0
7,0,return,126,126,WS 2 (Port 1),(0;0;2),333,408,408.0,30.0 + 15.0 + 30.0
8,1,target,157,157,(4;7;1),WS 2 (Port 1),325,465,465.0,30.0 + 70.0 + 30.0 + 10.0
9,0,return,157,157,WS 2 (Port 1),(0;0;1),467,542,542.0,30.0 + 15.0 + 30.0
10,2,target,158,158,(4;6;1),WS 2 (Port 1),380,515,515.0,30.0 + 65.0 + 30.0 + 10.0
11,1,return,158,158,WS 2 (Port 1),(0;0;0),523,598,598.0,30.0 + 15.0 + 30.0
12,2,target,159,159,(4;5;1),WS 2 (Port 1),565,695,695.0,30.0 + 60.0 + 30.0 + 10.0
13,0,return,159,159,WS 2 (Port 1),(0;1;7),703,783,783.0,30.0 + 20.0 + 30.0
14,1,target,160,160,(4;4;1),WS 2 (Port 1),638,763,763.0,30.0 + 55.0 + 30.0 + 10.0
15,1,return,160,160,WS 2 (Port 1),(0;1;6),771,851,851.0,30.0 + 20.0 + 30.0
16,2,target,161,161,(4;3;1),WS 2 (Port 1),735,855,855.0,30.0 + 50.0 + 30.0 + 10.0
17,0,return,161,161,WS 2 (Port 1),(0;1;5),863,943,943.0,30.0 + 20.0 + 30.0
18,1,target,162,162,(4;2;1),WS 2 (Port 1),876,991,991.0,30.0 + 45.0 + 30.0 + 10.0
19,0,return,162,162,WS 2 (Port 1),(0;1;4),993,1073,1073.0,30.0 + 20.0 + 30.0
