mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,23,23,(4;5;0),WS 2 (Port 1),45,175,175.0,30.0 + 60.0 + 30.0 + 10.0
2,0,return,23,23,WS 2 (Port 1),(1;0;1),197,277,277.0,30.0 + 20.0 + 30.0
3,1,target,3,3,(2;5;2),WS 2 (Port 2),35,155,155.0,30.0 + 50.0 + 30.0 + 10.0
4,1,return,3,3,WS 2 (Port 2),(1;0;0),161,307,307.0,30.0 + 86.0 + 30.0
5,2,target,198,198,(5;4;5),WS 2 (Port 3),45,175,175.0,30.0 + 60.0 + 30.0 + 10.0
6,2,return,198,198,WS 2 (Port 3),(0;2;4),183,268,268.0,30.0 + 25.0 + 30.0
7,2,target,87,87,(4;3;0),WS 2 (Port 1),293,413,413.0,30.0 + 50.0 + 30.0 + 10.0
8,0,return,87,87,WS 2 (Port 1),(0;2;3),419,504,504.0,30.0 + 25.0 + 30.0
9,1,target,57,57,(4;7;1),WS 2 (Port 1),357,497,497.0,30.0 + 70.0 + 30.0 + 10.0
10,1,return,57,57,WS 2 (Port 1),(0;2;2),499,584,584.0,30.0 + 25.0 + 30.0
