mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,128,385,(3;4;4),(0;2;4),35,120,120.0,30.0 + 25.0 + 30.0
2,1,target,385,385,(3;4;5),WS 1 (Port 1),65,180,180.0,30.0 + 45.0 + 30.0 + 10.0
3,0,return,385,385,WS 1 (Port 1),(1;0;1),188,263,263.0,30.0 + 15.0 + 30.0
4,2,target,56,56,(0;0;0),WS 1 (Port 2),0,80,80.0,30.0 + 10.0 + 30.0 + 10.0
5,2,return,56,56,WS 1 (Port 2),(0;0;0),88,158,158.0,30.0 + 10.0 + 30.0
6,2,target,134,134,(1;3;5),WS 1 (Port 1),178,278,278.0,30.0 + 30.0 + 30.0 + 10.0
7,0,return,134,134,WS 1 (Port 1),(1;0;0),294,369,369.0,30.0 + 15.0 + 30.0
8,1,target,150,150,(1;4;0),WS 1 (Port 2),205,310,310.0,30.0 + 35.0 + 30.0 + 10.0
9,1,return,150,150,WS 1 (Port 2),(0;2;3),318,398,398.0,30.0 + 20.0 + 30.0
10,2,target,189,189,(0;5;0),WS 1 (Port 1),303,408,408.0,30.0 + 35.0 + 30.0 + 10.0
11,0,return,189,189,WS 1 (Port 1),(0;2;2),416,496,496.0,30.0 + 20.0 + 30.0
12,1,target,193,193,(1;5;0),WS 1 (Port 1),418,528,528.0,30.0 + 40.0 + 30.0 + 10.0
13,0,return,193,193,WS 1 (Port 1),(0;2;1),536,616,616.0,30.0 + 20.0 + 30.0
14,2,target,234,234,(0;7;3),WS 1 (Port 2),443,558,558.0,30.0 + 45.0 + 30.0 + 10.0
15,1,return,234,234,WS 1 (Port 2),(0;2;0),566,646,646.0,30.0 + 20.0 + 30.0
