mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,73,20,(1;1;2),(0;0;5),10,80,80.0,30.0 + 10.0 + 30.0
2,1,reshuffle,51,20,(1;1;3),(0;0;4),40,110,110.0,30.0 + 10.0 + 30.0
3,2,target,20,20,(1;1;4),WS 1 (Port 1),70,160,160.0,30.0 + 20.0 + 30.0 + 10.0
4,0,return,20,20,WS 1 (Port 1),(0;0;3),174,244,244.0,30.0 + 10.0 + 30.0
5,1,reshuffle,63,10,(2;2;2),(0;0;2),130,274,274.0,30.0 + 84.0 + 30.0
6,2,reshuffle,41,10,(2;2;3),(0;0;1),180,304,304.0,30.0 + 64.0 + 30.0
7,0,target,10,10,(2;2;4),WS 1 (Port 1),264,364,364.0,30.0 + 30.0 + 30.0 + 10.0
8,0,return,10,10,WS 1 (Port 1),(0;0;0),374,444,444.0,30.0 + 10.0 + 30.0
9,1,reshuffle,395,103,(3;1;1),(0;1;5),294,369,369.0,30.0 + 15.0 + 30.0
10,2,reshuffle,329,103,(3;1;2),(0;1;4),324,399,399.0,30.0 + 15.0 + 30.0
11,1,reshuffle,238,103,(3;1;3),(0;1;3),384,459,459.0,30.0 + 15.0 + 30.0
12,2,reshuffle,183,103,(3;1;4),(0;1;2),414,489,489.0,30.0 + 15.0 + 30.0
13,0,reshuffle,136,103,(3;1;5),(0;1;1),464,539,539.0,30.0 + 15.0 + 30.0
14,1,target,103,103,(3;1;6),WS 1 (Port 1),494,594,594.0,30.0 + 30.0 + 30.0 + 10.0
15,0,return,103,103,WS 1 (Port 1),(0;1;0),606,681,681.0,30.0 + 15.0 + 30.0
