mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,101,101,(1;8;1),WS 2 (Port 1),45,175,175.0,30.0 + 60.0 + 30.0 + 10.0
2,0,return,101,101,WS 2 (Port 1),(1;0;1),191,271,271.0,30.0 + 20.0 + 30.0
3,1,target,275,275,(0;4;0),WS 2 (Port 2),20,125,125.0,30.0 + 35.0 + 30.0 + 10.0
4,1,return,275,275,WS 2 (Port 2),(1;0;0),141,301,301.0,30.0 + 100.0 + 30.0
5,2,target,332,332,(4;4;4),WS 2 (Port 3),40,165,165.0,30.0 + 55.0 + 30.0 + 10.0
6,2,return,332,332,WS 2 (Port 3),(0;2;4),167,252,252.0,30.0 + 25.0 + 30.0
7,2,target,357,357,(3;7;5),WS 2 (Port 1),292,427,427.0,30.0 + 65.0 + 30.0 + 10.0
8,0,return,357,357,WS 2 (Port 1),(0;2;3),433,518,518.0,30.0 + 25.0 + 30.0
9,1,target,3,3,(2;5;2),WS 2 (Port 2),331,451,451.0,30.0 + 50.0 + 30.0 + 10.0
10,1,return,3,3,WS 2 (Port 2),(0;2;2),457,548,548.0,30.0 + 31.0 + 30.0
11,2,target,57,57,(4;7;1),WS 2 (Port 1),487,627,627.0,30.0 + 70.0 + 30.0 + 10.0
12,0,return,57,57,WS 2 (Port 1),(0;2;1),633,718,718.0,30.0 + 25.0 + 30.0
