mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,316,105,(1;7;0),(0;2;4),40,130,130.0,30.0 + 30.0 + 30.0
2,1,reshuffle,5,105,(1;7;1),(0;2;3),70,160,160.0,30.0 + 30.0 + 30.0
3,2,reshuffle,187,105,(1;7;2),(0;2;2),100,190,190.0,30.0 + 30.0 + 30.0
4,0,target,105,105,(1;7;3),WS 1 (Port 1),160,280,280.0,30.0 + 50.0 + 30.0 + 10.0
5,0,return,105,105,WS 1 (Port 1),(1;0;1),292,367,367.0,30.0 + 15.0 + 30.0
6,1,target,275,275,(0;4;0),WS 1 (Port 2),170,270,270.0,30.0 + 30.0 + 30.0 + 10.0
7,1,return,275,275,WS 1 (Port 2),(1;0;0),272,397,397.0,30.0 + 65.0 + 30.0
8,2,target,286,286,(0;9;5),WS 1 (Port 1),225,350,350.0,30.0 + 55.0 + 30.0 + 10.0
9,2,return,286,286,WS 1 (Port 1),(0;2;1),356,436,436.0,30.0 + 20.0 + 30.0
10,0,target,102,102,(2;9;0),WS 1 (Port 1),417,552,552.0,30.0 + 65.0 + 30.0 + 10.0
11,0,return,102,102,WS 1 (Port 1),(0;2;0),554,634,634.0,30.0 + 20.0 + 30.0
12,1,target,57,57,(4;7;1),WS 1 (Port 2),447,582,582.0,30.0 + 65.0 + 30.0 + 10.0
13,1,return,57,57,WS 1 (Port 2),(1;1;2),584,664,664.0,30.0 + 20.0 + 30.0
14,2,target,23,23,(4;5;0),WS 1 (Port 1),471,596,596.0,30.0 + 55.0 + 30.0 + 10.0
15,2,return,23,23,WS 1 (Port 1),(1;1;1),598,694,694.0,30.0 + 36.0 + 30.0
16,0,target,189,189,(0;5;0),WS 1 (Port 1),649,754,754.0,30.0 + 35.0 + 30.0 + 10.0
17,0,return,189,189,WS 1 (Port 1),(1;1;0),762,842,842.0,30.0 + 20.0 + 30.0
