mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,11,121,(1;10;1),(0;0;7),55,170,170.0,30.0 + 55.0 + 30.0
2,1,reshuffle,33,121,(1;10;2),(0;0;6),85,200,200.0,30.0 + 55.0 + 30.0
3,2,reshuffle,55,121,(1;10;3),(0;0;5),115,230,230.0,30.0 + 55.0 + 30.0
4,0,reshuffle,77,121,(1;10;4),(0;0;4),225,340,340.0,30.0 + 55.0 + 30.0
5,1,reshuffle,99,121,(1;10;5),(0;0;3),255,370,370.0,30.0 + 55.0 + 30.0
6,2,target,121,121,(1;10;6),WS 2 (Port 1),285,425,425.0,30.0 + 70.0 + 30.0 + 10.0
7,0,return,121,121,WS 2 (Port 1),(0;0;2),429,504,504.0,30.0 + 15.0 + 30.0
8,1,reshuffle,18,183,(1;3;1),(0;0;1),390,534,534.0,30.0 + 84.0 + 30.0
9,2,reshuffle,40,183,(1;3;2),(0;0;0),450,564,564.0,30.0 + 54.0 + 30.0
10,0,reshuffle,62,183,(1;3;3),(0;1;7),524,599,599.0,30.0 + 15.0 + 30.0
11,1,reshuffle,84,183,(1;3;4),(0;1;6),554,629,629.0,30.0 + 15.0 + 30.0
12,2,reshuffle,106,183,(1;3;5),(0;1;5),584,659,659.0,30.0 + 15.0 + 30.0
13,0,reshuffle,128,183,(1;3;6),(0;1;4),614,689,689.0,30.0 + 15.0 + 30.0
14,1,target,183,183,(1;3;7),WS 2 (Port 1),644,749,749.0,30.0 + 35.0 + 30.0 + 10.0
15,0,return,183,183,WS 2 (Port 1),(0;1;3),765,845,845.0,30.0 + 20.0 + 30.0
16,1,reshuffle,19,184,(1;2;1),(0;1;2),769,875,875.0,30.0 + 46.0 + 30.0
17,2,reshuffle,41,184,(1;2;2),(0;1;1),799,905,905.0,30.0 + 46.0 + 30.0
18,0,reshuffle,63,184,(1;2;3),(0;1;0),855,935,935.0,30.0 + 20.0 + 30.0
19,1,reshuffle,85,184,(1;2;4),(0;2;7),885,950,950.0,30.0 + 5.0 + 30.0
