mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,154,154,(4;10;1),WS 1 (Port 1),70,220,220.0,30.0 + 80.0 + 30.0 + 10.0
2,0,return,154,154,WS 1 (Port 1),(0;0;7),244,314,314.0,30.0 + 10.0 + 30.0
3,1,target,158,158,(4;6;1),WS 1 (Port 2),50,180,180.0,30.0 + 60.0 + 30.0 + 10.0
4,1,return,158,158,WS 1 (Port 2),(0;0;6),188,344,344.0,30.0 + 96.0 + 30.0
5,2,target,160,160,(4;4;1),WS 1 (Port 3),40,160,160.0,30.0 + 50.0 + 30.0 + 10.0
6,2,return,160,160,WS 1 (Port 3),(0;0;5),168,374,374.0,30.0 + 146.0 + 30.0
7,0,target,161,161,(4;3;1),WS 1 (Port 1),349,464,464.0,30.0 + 45.0 + 30.0 + 10.0
8,0,return,161,161,WS 1 (Port 1),(0;0;4),472,542,542.0,30.0 + 10.0 + 30.0
9,1,target,162,162,(4;2;1),WS 1 (Port 2),374,484,484.0,30.0 + 40.0 + 30.0 + 10.0
10,1,return,162,162,WS 1 (Port 2),(0;0;3),492,572,572.0,30.0 + 20.0 + 30.0
11,2,target,163,163,(4;1;1),WS 1 (Port 3),399,504,504.0,30.0 + 35.0 + 30.0 + 10.0
12,2,return,163,163,WS 1 (Port 3),(0;0;2),512,602,602.0,30.0 + 30.0 + 30.0
13,0,target,164,164,(4;0;1),WS 1 (Port 1),562,662,662.0,30.0 + 30.0 + 30.0 + 10.0
14,0,return,164,164,WS 1 (Port 1),(0;0;1),670,740,740.0,30.0 + 10.0 + 30.0
