mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,316,105,(1;7;0),(0;2;4),40,130,130.0,30.0 + 30.0 + 30.0
2,1,reshuffle,5,105,(1;7;1),(0;2;3),70,160,160.0,30.0 + 30.0 + 30.0
3,2,reshuffle,187,105,(1;7;2),(0;2;2),100,190,190.0,30.0 + 30.0 + 30.0
4,0,target,105,105,(1;7;3),WS 2 (Port 1),160,285,285.0,30.0 + 55.0 + 30.0 + 10.0
5,0,return,105,105,WS 2 (Port 1),(1;0;1),309,389,389.0,30.0 + 20.0 + 30.0
6,1,reshuffle,180,106,(1;7;4),(0;2;1),190,280,280.0,30.0 + 30.0 + 30.0
7,2,target,106,106,(1;7;5),WS 2 (Port 2),220,345,345.0,30.0 + 55.0 + 30.0 + 10.0
8,1,return,106,106,WS 2 (Port 2),(1;0;0),361,441,441.0,30.0 + 20.0 + 30.0
9,2,reshuffle,13,107,(3;0;0),(0;2;0),365,450,450.0,30.0 + 25.0 + 30.0
10,0,target,107,107,(3;0;1),WS 2 (Port 1),399,499,499.0,30.0 + 30.0 + 30.0 + 10.0
11,0,return,107,107,WS 2 (Port 1),(1;1;2),523,608,608.0,30.0 + 25.0 + 30.0
12,1,reshuffle,15,108,(4;1;5),(0;3;2),461,551,551.0,30.0 + 30.0 + 30.0
13,2,reshuffle,390,108,(4;1;6),(0;3;1),491,581,581.0,30.0 + 30.0 + 30.0
14,1,target,108,108,(4;1;7),WS 2 (Port 1),581,691,691.0,30.0 + 40.0 + 30.0 + 10.0
15,0,return,108,108,WS 2 (Port 1),(1;1;1),715,800,800.0,30.0 + 25.0 + 30.0
16,2,target,110,110,(3;3;2),WS 2 (Port 2),596,711,711.0,30.0 + 45.0 + 30.0 + 10.0
17,1,return,110,110,WS 2 (Port 2),(1;1;0),735,830,830.0,30.0 + 35.0 + 30.0
18,2,target,112,112,(3;9;0),WS 2 (Port 1),776,921,921.0,30.0 + 75.0 + 30.0 + 10.0
19,0,return,112,112,WS 2 (Port 1),(2;0;0),945,1030,1030.0,30.0 + 25.0 + 30.0
20,1,target,114,114,(4;10;1),WS 2 (Port 1),890,1045,1045.0,30.0 + 85.0 + 30.0 + 10.0
21,0,return,114,114,WS 2 (Port 1),(0;3;0),1069,1159,1159.0,30.0 + 30.0 + 30.0
