mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,255,388,(0;1;0),(0;2;4),5,70,70.0,30.0 + 5.0 + 30.0
2,1,target,388,388,(0;1;1),WS 2 (Port 1),35,125,125.0,30.0 + 20.0 + 30.0 + 10.0
3,0,return,388,388,WS 2 (Port 1),(0;1;1),131,211,211.0,30.0 + 20.0 + 30.0
4,2,target,377,377,(2;4;3),WS 2 (Port 2),30,145,145.0,30.0 + 45.0 + 30.0 + 10.0
5,1,return,377,377,WS 2 (Port 2),(0;1;0),225,305,305.0,30.0 + 20.0 + 30.0
6,2,target,101,101,(1;8;1),WS 2 (Port 1),195,325,325.0,30.0 + 60.0 + 30.0 + 10.0
7,0,return,101,101,WS 2 (Port 1),(1;0;1),327,407,407.0,30.0 + 20.0 + 30.0
8,1,target,83,83,(2;6;1),WS 2 (Port 1),340,465,465.0,30.0 + 55.0 + 30.0 + 10.0
9,0,return,83,83,WS 2 (Port 1),(1;0;0),467,547,547.0,30.0 + 20.0 + 30.0
10,2,target,45,45,(5;2;5),WS 2 (Port 2),365,485,485.0,30.0 + 50.0 + 30.0 + 10.0
11,1,return,45,45,WS 2 (Port 2),(0;2;3),489,574,574.0,30.0 + 25.0 + 30.0
