mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,79,79,(2;0;1),WS 2 (Port 1),10,105,105.0,30.0 + 25.0 + 30.0 + 10.0
2,0,return,79,79,WS 2 (Port 1),(1;0;1),121,201,201.0,30.0 + 20.0 + 30.0
3,1,target,135,135,(5;6;1),WS 2 (Port 1),55,195,195.0,30.0 + 70.0 + 30.0 + 10.0
4,1,return,135,135,WS 2 (Port 1),(1;0;0),217,297,297.0,30.0 + 20.0 + 30.0
5,2,target,273,273,(3;10;0),WS 2 (Port 2),65,215,215.0,30.0 + 80.0 + 30.0 + 10.0
6,0,return,273,273,WS 2 (Port 2),(0;2;4),231,316,316.0,30.0 + 25.0 + 30.0
7,2,target,275,275,(0;4;0),WS 2 (Port 1),240,345,345.0,30.0 + 35.0 + 30.0 + 10.0
8,0,return,275,275,WS 2 (Port 1),(0;2;3),361,446,446.0,30.0 + 25.0 + 30.0
9,1,target,279,279,(4;9;0),WS 2 (Port 1),357,507,507.0,30.0 + 80.0 + 30.0 + 10.0
10,0,return,279,279,WS 2 (Port 1),(0;2;2),521,606,606.0,30.0 + 25.0 + 30.0
