mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,0,0,(5;10;0),WS 2 (Port 1),75,235,235.0,30.0 + 90.0 + 30.0 + 10.0
2,0,return,0,0,WS 2 (Port 1),(0;0;7),251,326,326.0,30.0 + 15.0 + 30.0
3,1,target,2,2,(5;8;0),WS 2 (Port 2),65,215,215.0,30.0 + 80.0 + 30.0 + 10.0
4,1,return,2,2,WS 2 (Port 2),(0;0;6),225,356,356.0,30.0 + 71.0 + 30.0
5,2,target,1,1,(5;9;0),WS 2 (Port 3),70,225,225.0,30.0 + 85.0 + 30.0 + 10.0
6,2,return,1,1,WS 2 (Port 3),(0;0;5),241,386,386.0,30.0 + 85.0 + 30.0
7,0,target,12,12,(1;9;1),WS 1 (Port 1),376,506,506.0,30.0 + 60.0 + 30.0 + 10.0
8,0,return,12,12,WS 1 (Port 1),(0;0;4),538,608,608.0,30.0 + 10.0 + 30.0
9,1,target,13,13,(1;8;1),WS 1 (Port 2),401,526,526.0,30.0 + 55.0 + 30.0 + 10.0
10,1,return,13,13,WS 1 (Port 2),(0;0;3),528,638,638.0,30.0 + 50.0 + 30.0
