mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,2,2,(5;8;0),WS 1 (Port 1),65,210,210.0,30.0 + 75.0 + 30.0 + 10.0
2,0,return,2,2,WS 1 (Port 1),(0;0;7),226,296,296.0,30.0 + 10.0 + 30.0
3,1,target,3,3,(5;7;0),WS 1 (Port 2),60,200,200.0,30.0 + 70.0 + 30.0 + 10.0
4,1,return,3,3,WS 1 (Port 2),(0;0;6),210,326,326.0,30.0 + 56.0 + 30.0
5,2,target,10,10,(5;0;0),WS 1 (Port 3),25,130,130.0,30.0 + 35.0 + 30.0 + 10.0
6,2,return,10,10,WS 1 (Port 3),(0;0;5),154,356,356.0,30.0 + 142.0 + 30.0
7,0,target,1,1,(5;9;0),WS 1 (Port 1),366,516,516.0,30.0 + 80.0 + 30.0 + 10.0
8,0,return,1,1,WS 1 (Port 1),(0;0;4),532,602,602.0,30.0 + 10.0 + 30.0
9,1,target,0,0,(5;10;0),WS 1 (Port 2),401,556,556.0,30.0 + 85.0 + 30.0 + 10.0
10,1,return,0,0,WS 1 (Port 2),(0;0;3),572,642,642.0,30.0 + 10.0 + 30.0
11,2,target,11,11,(1;10;1),WS 1 (Port 3),411,546,546.0,30.0 + 65.0 + 30.0 + 10.0
12,2,return,11,11,WS 1 (Port 3),(0;0;2),552,672,672.0,30.0 + 60.0 + 30.0
