mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,15,103,(1;6;1),(0;0;7),35,130,130.0,30.0 + 35.0 + 30.0
2,1,reshuffle,37,103,(1;6;2),(0;0;6),65,160,160.0,30.0 + 35.0 + 30.0
3,2,reshuffle,59,103,(1;6;3),(0;0;5),95,190,190.0,30.0 + 35.0 + 30.0
4,0,reshuffle,81,103,(1;6;4),(0;0;4),165,260,260.0,30.0 + 35.0 + 30.0
5,1,target,103,103,(1;6;5),WS 1 (Port 1),195,310,310.0,30.0 + 45.0 + 30.0 + 10.0
6,0,return,103,103,WS 1 (Port 1),(0;0;3),318,388,388.0,30.0 + 10.0 + 30.0
7,2,target,152,152,(3;1;1),WS 1 (Port 2),210,310,310.0,30.0 + 30.0 + 30.0 + 10.0
8,1,return,152,152,WS 1 (Port 2),(0;0;2),358,428,428.0,30.0 + 10.0 + 30.0
9,2,target,153,153,(3;0;1),WS 1 (Port 1),325,420,420.0,30.0 + 25.0 + 30.0 + 10.0
10,0,return,153,153,WS 1 (Port 1),(0;0;1),484,554,554.0,30.0 + 10.0 + 30.0
11,2,target,154,154,(4;10;1),WS 1 (Port 1),490,640,640.0,30.0 + 80.0 + 30.0 + 10.0
12,0,return,154,154,WS 1 (Port 1),(0;0;0),704,774,774.0,30.0 + 10.0 + 30.0
13,1,target,155,155,(4;9;1),WS 1 (Port 2),493,638,638.0,30.0 + 75.0 + 30.0 + 10.0
14,1,return,155,155,WS 1 (Port 2),(0;1;7),654,729,729.0,30.0 + 15.0 + 30.0
