mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,38,112,(3;10;1),(0;0;5),65,190,190.0,30.0 + 65.0 + 30.0
2,1,reshuffle,7,112,(3;10;2),(0;0;4),95,220,220.0,30.0 + 65.0 + 30.0
3,2,reshuffle,338,112,(3;10;3),(0;0;3),125,250,250.0,30.0 + 65.0 + 30.0
4,0,reshuffle,192,112,(3;10;4),(0;0;2),255,380,380.0,30.0 + 65.0 + 30.0
5,1,reshuffle,145,112,(3;10;5),(0;0;1),285,410,410.0,30.0 + 65.0 + 30.0
6,2,target,112,112,(3;10;6),WS 2 (Port 1),315,465,465.0,30.0 + 80.0 + 30.0 + 10.0
7,0,return,112,112,WS 2 (Port 1),(0;0;0),481,556,556.0,30.0 + 15.0 + 30.0
8,1,reshuffle,79,57,(1;7;2),(0;1;5),450,545,545.0,30.0 + 35.0 + 30.0
9,2,target,57,57,(1;7;3),WS 2 (Port 1),510,635,635.0,30.0 + 55.0 + 30.0 + 10.0
10,0,return,57,57,WS 2 (Port 1),(0;1;4),643,723,723.0,30.0 + 20.0 + 30.0
11,1,target,32,32,(3;4;1),WS 2 (Port 1),575,695,695.0,30.0 + 50.0 + 30.0 + 10.0
12,1,return,32,32,WS 2 (Port 1),(0;1;3),707,787,787.0,30.0 + 20.0 + 30.0
