mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,395,238,(3;1;1),(0;0;5),20,100,100.0,30.0 + 20.0 + 30.0
2,1,reshuffle,329,238,(3;1;2),(0;0;4),50,130,130.0,30.0 + 20.0 + 30.0
3,2,target,238,238,(3;1;3),WS 2 (Port 1),80,185,185.0,30.0 + 35.0 + 30.0 + 10.0
4,0,return,238,238,WS 2 (Port 1),(0;0;3),189,264,264.0,30.0 + 15.0 + 30.0
5,1,reshuffle,387,128,(4;4;1),(0;0;2),170,294,294.0,30.0 + 64.0 + 30.0
6,2,reshuffle,321,128,(4;4;2),(0;0;1),230,330,330.0,30.0 + 40.0 + 30.0
7,0,reshuffle,230,128,(4;4;3),(0;0;0),304,404,404.0,30.0 + 40.0 + 30.0
8,1,reshuffle,175,128,(4;4;4),(0;1;5),334,429,429.0,30.0 + 35.0 + 30.0
9,2,target,128,128,(4;4;5),WS 2 (Port 1),370,495,495.0,30.0 + 55.0 + 30.0 + 10.0
10,0,return,128,128,WS 2 (Port 1),(0;1;4),543,623,623.0,30.0 + 20.0 + 30.0
11,1,target,75,75,(1;3;2),WS 2 (Port 2),444,549,549.0,30.0 + 35.0 + 30.0 + 10.0
12,0,return,75,75,WS 2 (Port 2),(0;1;3),649,729,729.0,30.0 + 20.0 + 30.0
13,1,reshuffle,58,27,(1;8;3),(0;1;2),599,759,759.0,30.0 + 100.0 + 30.0
14,2,target,27,27,(1;8;4),WS 2 (Port 1),629,759,759.0,30.0 + 60.0 + 30.0 + 10.0
15,0,return,27,27,WS 2 (Port 1),(0;1;1),771,851,851.0,30.0 + 20.0 + 30.0
