mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,35,189,(3;7;1),(0;0;5),50,160,160.0,30.0 + 50.0 + 30.0
2,1,reshuffle,4,189,(3;7;2),(0;0;4),80,190,190.0,30.0 + 50.0 + 30.0
3,2,reshuffle,335,189,(3;7;3),(0;0;3),110,220,220.0,30.0 + 50.0 + 30.0
4,0,target,189,189,(3;7;4),WS 1 (Port 1),210,340,340.0,30.0 + 60.0 + 30.0 + 10.0
5,0,return,189,189,WS 1 (Port 1),(0;0;2),352,422,422.0,30.0 + 10.0 + 30.0
6,1,reshuffle,394,135,(3;0;1),(0;0;1),205,452,452.0,30.0 + 187.0 + 30.0
7,2,reshuffle,328,135,(3;0;2),(0;0;0),235,482,482.0,30.0 + 187.0 + 30.0
8,0,reshuffle,237,135,(3;0;3),(0;1;5),437,517,517.0,30.0 + 20.0 + 30.0
9,1,reshuffle,182,135,(3;0;4),(0;1;4),467,547,547.0,30.0 + 20.0 + 30.0
10,2,target,135,135,(3;0;5),WS 1 (Port 1),497,592,592.0,30.0 + 25.0 + 30.0 + 10.0
11,0,return,135,135,WS 1 (Port 1),(0;1;3),604,679,679.0,30.0 + 15.0 + 30.0
12,1,target,79,79,(1;7;2),WS 1 (Port 1),582,702,702.0,30.0 + 50.0 + 30.0 + 10.0
13,0,return,79,79,WS 1 (Port 1),(0;1;2),710,785,785.0,30.0 + 15.0 + 30.0
14,2,target,76,76,(1;4;2),WS 2 (Port 1),617,727,727.0,30.0 + 40.0 + 30.0 + 10.0
15,1,return,76,76,WS 2 (Port 1),(0;1;1),747,827,827.0,30.0 + 20.0 + 30.0
16,2,target,75,75,(1;3;2),WS 2 (Port 1),752,857,857.0,30.0 + 35.0 + 30.0 + 10.0
17,0,return,75,75,WS 2 (Port 1),(0;1;0),865,945,945.0,30.0 + 20.0 + 30.0
