cmd_id,cmd_type,source_position,dest_position,parent_carrier_id,create_user,create_time,batch_run_id,order_scenario,inv_scenario,selection_algo_ver,selection_run_id,batch_time_window,batch_algo_ver
5979,target,0000500306,0,C00038,Algorithm_Experiment,2026-02-03 17:44:13.947022,20260129162143,large_uni,2x2_slot_random_place_random,greedy_ver1,20260203174413,10,
5980,target,0000500207,0,C00054,Algorithm_Experiment,2026-02-03 17:44:13.947022,20260129162143,large_uni,2x2_slot_random_place_random,greedy_ver1,20260203174413,10,
5981,target,0000300405,0,C00385,Algorithm_Experiment,2026-02-03 17:44:13.947022,20260129162143,large_uni,2x2_slot_random_place_random,greedy_ver1,20260203174413,10,
5982,target,0000300206,1,C00074,Algorithm_Experiment,2026-02-03 17:44:16.766810,20260129162143,large_uni,2x2_slot_random_place_random,greedy_ver1,20260203174416,10,
5983,target,0000100802,1,C00081,Algorithm_Experiment,2026-02-03 17:44:16.766810,20260129162143,large_uni,2x2_slot_random_place_random,greedy_ver1,20260203174416,10,
5984,target,0000200601,1,C00083,Algorithm_Experiment,2026-02-03 17:44:16.766810,20260129162143,large_uni,2x2_slot_random_place_random,greedy_ver1,20260203174416,10,
5985,target,0000000402,1,C00092,Algorithm_Experiment,2026-02-03 17:44:16.766810,20260129162143,large_uni,2x2_slot_random_place_random,greedy_ver1,20260203174416,10,
5986,target,0000200905,0,C00093,Algorithm_Experiment,2026-02-03 17:44:18.808237,20260129162143,large_uni,2x2_slot_random_place_random,greedy_ver1,20260203174418,10,
5987,target,0000300900,0,C00112,Algorithm_Experiment,2026-02-03 17:44:18.808237,20260129162143,large_uni,2x2_slot_random_place_random,greedy_ver1,20260203174418,10,
5988,target,0000400902,0,C00126,Algorithm_Experiment,2026-02-03 17:44:18.808237,20260129162143,large_uni,2x2_slot_random_place_random,greedy_ver1,20260203174418,10,
5989,target,0000300304,0,C00129,Algorithm_Experiment,2026-02-03 17:44:18.808237,20260129162143,large_uni,2x2_slot_random_place_random,greedy_ver1,20260203174418,10,
5990,target,0000400206,0,C00139,Algorithm_Experiment,2026-02-03 17:44:18.808237,20260129162143,large_uni,2x2_slot_random_place_random,greedy_ver1,20260203174418,10,
5991,target,0000000503,0,C00155,Algorithm_Experiment,2026-02-03 17:44:18.808237,20260129162143,large_uni,2x2_slot_random_place_random,greedy_ver1,20260203174418,10,
5992,target,0000500007,1,C00157,Algorithm_Experiment,2026-02-03 17:44:21.606303,20260129162143,large_uni,2x2_slot_random_place_random,greedy_ver1,20260203174421,10,
5993,target,0000500604,1,C00163,Algorithm_Experiment,2026-02-03 17:44:21.606303,20260129162143,large_uni,2x2_slot_random_place_random,greedy_ver1,20260203174421,10,
5994,target,0000400905,1,C00173,Algorithm_Experiment,2026-02-03 17:44:21.606303,20260129162143,large_uni,2x2_slot_random_place_random,greedy_ver1,20260203174421,10,
5995,target,0000000006,1,C00200,Algorithm_Experiment,2026-02-03 17:44:21.606303,20260129162143,large_uni,2x2_slot_random_place_random,greedy_ver1,20260203174421,10,
5996,target,0000000501,1,C00202,Algorithm_Experiment,2026-02-03 17:44:21.606303,20260129162143,large_uni,2x2_slot_random_place_random,greedy_ver1,20260203174421,10,
5997,target,0000400903,1,C00222,Algorithm_Experiment,2026-02-03 17:44:21.606303,20260129162143,large_uni,2x2_slot_random_place_random,greedy_ver1,20260203174421,10,
5998,target,0000200807,1,C00241,Algorithm_Experiment,2026-02-03 17:44:21.606303,20260129162143,large_uni,2x2_slot_random_place_random,greedy_ver1,20260203174421,10,
5999,target,0000300907,1,C00246,Algorithm_Experiment,2026-02-03 17:44:21.606303,20260129162143,large_uni,2x2_slot_random_place_random,greedy_ver1,20260203174421,10,
6000,target,0000400304,0,C00253,Algorithm_Experiment,2026-02-03 17:44:25.153952,20260129162143,large_uni,2x2_slot_random_place_random,greedy_ver1,20260203174425,10,
6001,target,0000000005,0,C00257,Algorithm_Experiment,2026-02-03 17:44:25.153952,20260129162143,large_uni,2x2_slot_random_place_random,greedy_ver1,20260203174425,10,
6002,target,0000400507,0,C00268,Algorithm_Experiment,2026-02-03 17:44:25.153952,20260129162143,large_uni,2x2_slot_random_place_random,greedy_ver1,20260203174425,10,
6003,target,0000301000,0,C00273,Algorithm_Experiment,2026-02-03 17:44:25.153952,20260129162143,large_uni,2x2_slot_random_place_random,greedy_ver1,20260203174425,10,
