mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,58,58,(1;8;3),WS 2 (Port 1),45,175,175.0,30.0 + 60.0 + 30.0 + 10.0
2,0,return,58,58,WS 2 (Port 1),(0;0;5),183,258,258.0,30.0 + 15.0 + 30.0
3,1,target,59,59,(1;9;3),WS 2 (Port 2),50,185,185.0,30.0 + 65.0 + 30.0 + 10.0
4,1,return,59,59,WS 2 (Port 2),(0;0;4),193,288,288.0,30.0 + 35.0 + 30.0
5,2,target,63,63,(2;2;2),WS 2 (Port 3),20,125,125.0,30.0 + 35.0 + 30.0 + 10.0
6,2,return,63,63,WS 2 (Port 3),(0;0;3),133,318,318.0,30.0 + 125.0 + 30.0
7,0,target,71,71,(2;10;2),WS 2 (Port 1),318,463,463.0,30.0 + 75.0 + 30.0 + 10.0
8,0,return,71,71,WS 2 (Port 1),(0;0;2),471,546,546.0,30.0 + 15.0 + 30.0
9,1,target,79,79,(1;7;2),WS 2 (Port 2),328,453,453.0,30.0 + 55.0 + 30.0 + 10.0
10,1,return,79,79,WS 2 (Port 2),(0;0;1),465,576,576.0,30.0 + 51.0 + 30.0
