mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,73,20,(1;1;2),(0;0;5),10,80,80.0,30.0 + 10.0 + 30.0
2,1,reshuffle,51,20,(1;1;3),(0;0;4),40,110,110.0,30.0 + 10.0 + 30.0
3,2,target,20,20,(1;1;4),WS 2 (Port 1),70,165,165.0,30.0 + 25.0 + 30.0 + 10.0
4,0,return,20,20,WS 2 (Port 1),(0;0;3),205,280,280.0,30.0 + 15.0 + 30.0
5,1,reshuffle,31,105,(3;3;1),(0;0;2),140,310,310.0,30.0 + 110.0 + 30.0
6,2,reshuffle,0,105,(3;3;2),(0;0;1),200,340,340.0,30.0 + 80.0 + 30.0
7,0,reshuffle,331,105,(3;3;3),(0;0;0),310,400,400.0,30.0 + 30.0 + 30.0
8,1,reshuffle,185,105,(3;3;4),(0;1;5),340,425,425.0,30.0 + 25.0 + 30.0
9,2,reshuffle,138,105,(3;3;5),(0;1;4),370,455,455.0,30.0 + 25.0 + 30.0
10,0,target,105,105,(3;3;6),WS 2 (Port 1),430,545,545.0,30.0 + 45.0 + 30.0 + 10.0
11,0,return,105,105,WS 2 (Port 1),(0;1;3),569,649,649.0,30.0 + 20.0 + 30.0
12,1,reshuffle,32,106,(3;4;1),(0;1;2),455,679,679.0,30.0 + 164.0 + 30.0
13,2,reshuffle,1,106,(3;4;2),(0;1;1),485,709,709.0,30.0 + 164.0 + 30.0
14,0,reshuffle,332,106,(3;4;3),(0;1;0),679,769,769.0,30.0 + 30.0 + 30.0
15,1,reshuffle,186,106,(3;4;4),(0;2;5),709,794,794.0,30.0 + 25.0 + 30.0
16,2,reshuffle,139,106,(3;4;5),(0;2;4),739,824,824.0,30.0 + 25.0 + 30.0
17,0,target,106,106,(3;4;6),WS 2 (Port 1),799,919,919.0,30.0 + 50.0 + 30.0 + 10.0
18,0,return,106,106,WS 2 (Port 1),(1;0;1),937,1017,1017.0,30.0 + 20.0 + 30.0
19,1,reshuffle,66,198,(2;5;2),(0;2;3),819,904,904.0,30.0 + 25.0 + 30.0
20,2,reshuffle,44,198,(2;5;3),(0;2;2),849,934,934.0,30.0 + 25.0 + 30.0
21,1,reshuffle,13,198,(2;5;4),(0;2;1),929,1014,1014.0,30.0 + 25.0 + 30.0
22,2,reshuffle,344,198,(2;5;5),(0;2;0),959,1044,1044.0,30.0 + 25.0 + 30.0
23,1,target,198,198,(2;5;6),WS 2 (Port 1),1039,1159,1159.0,30.0 + 50.0 + 30.0 + 10.0
24,0,return,198,198,WS 2 (Port 1),(1;0;0),1183,1263,1263.0,30.0 + 20.0 + 30.0
25,2,reshuffle,67,199,(2;6;2),(0;3;5),1074,1159,1159.0,30.0 + 25.0 + 30.0
26,2,reshuffle,45,199,(2;6;3),(0;3;4),1184,1269,1269.0,30.0 + 25.0 + 30.0
27,1,reshuffle,14,199,(2;6;4),(0;3;3),1214,1299,1299.0,30.0 + 25.0 + 30.0
28,2,reshuffle,345,199,(2;6;5),(0;3;2),1294,1379,1379.0,30.0 + 25.0 + 30.0
29,0,target,199,199,(2;6;6),WS 2 (Port 1),1324,1449,1449.0,30.0 + 55.0 + 30.0 + 10.0
30,0,return,199,199,WS 2 (Port 1),(1;1;4),1465,1550,1550.0,30.0 + 25.0 + 30.0
