mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,79,79,(2;0;1),WS 2 (Port 1),10,105,105.0,30.0 + 25.0 + 30.0 + 10.0
2,0,return,79,79,WS 2 (Port 1),(1;0;1),137,217,217.0,30.0 + 20.0 + 30.0
3,1,reshuffle,282,209,(2;0;2),(0;2;4),40,120,120.0,30.0 + 20.0 + 30.0
4,2,reshuffle,310,209,(2;0;3),(0;2;3),70,150,150.0,30.0 + 20.0 + 30.0
5,1,target,209,209,(2;0;4),WS 2 (Port 1),140,235,235.0,30.0 + 25.0 + 30.0 + 10.0
6,0,return,209,209,WS 2 (Port 1),(1;0;0),245,325,325.0,30.0 + 20.0 + 30.0
7,2,reshuffle,316,105,(1;7;0),(0;2;2),180,270,270.0,30.0 + 30.0 + 30.0
8,1,reshuffle,5,105,(1;7;1),(0;2;1),280,370,370.0,30.0 + 30.0 + 30.0
9,2,reshuffle,187,105,(1;7;2),(0;2;0),310,400,400.0,30.0 + 30.0 + 30.0
10,0,target,105,105,(1;7;3),WS 2 (Port 1),360,485,485.0,30.0 + 55.0 + 30.0 + 10.0
11,0,return,105,105,WS 2 (Port 1),(1;1;2),505,590,590.0,30.0 + 25.0 + 30.0
