mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,71,71,(2;10;5),WS 1 (Port 1),60,200,200.0,30.0 + 70.0 + 30.0 + 10.0
2,0,return,71,71,WS 1 (Port 1),(1;0;1),204,279,279.0,30.0 + 15.0 + 30.0
3,1,target,392,392,(1;10;0),WS 1 (Port 2),55,190,190.0,30.0 + 65.0 + 30.0 + 10.0
4,1,return,392,392,WS 1 (Port 2),(1;0;0),198,309,309.0,30.0 + 51.0 + 30.0
5,2,target,302,302,(0;2;5),WS 1 (Port 3),10,100,100.0,30.0 + 20.0 + 30.0 + 10.0
6,2,return,302,302,WS 1 (Port 3),(0;2;5),108,188,188.0,30.0 + 20.0 + 30.0
7,2,target,83,83,(2;6;1),WS 1 (Port 1),218,338,338.0,30.0 + 50.0 + 30.0 + 10.0
8,0,return,83,83,WS 1 (Port 1),(0;2;4),346,426,426.0,30.0 + 20.0 + 30.0
9,1,target,52,52,(0;3;3),WS 1 (Port 1),329,424,424.0,30.0 + 25.0 + 30.0 + 10.0
10,1,return,52,52,WS 1 (Port 1),(0;2;3),432,512,512.0,30.0 + 20.0 + 30.0
