mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,150,41,(1;4;0),(0;2;4),25,100,100.0,30.0 + 15.0 + 30.0
2,1,reshuffle,35,41,(1;4;1),(0;2;3),55,130,130.0,30.0 + 15.0 + 30.0
3,2,reshuffle,24,41,(1;4;2),(0;2;2),85,160,160.0,30.0 + 15.0 + 30.0
4,0,target,41,41,(1;4;3),WS 1 (Port 1),115,220,220.0,30.0 + 35.0 + 30.0 + 10.0
5,0,return,41,41,WS 1 (Port 1),(1;0;1),226,301,301.0,30.0 + 15.0 + 30.0
6,1,target,135,135,(5;6;1),WS 1 (Port 1),175,310,310.0,30.0 + 65.0 + 30.0 + 10.0
7,1,return,135,135,WS 1 (Port 1),(1;0;0),314,389,389.0,30.0 + 15.0 + 30.0
8,2,target,142,142,(3;1;4),WS 1 (Port 2),180,280,280.0,30.0 + 30.0 + 30.0 + 10.0
9,2,return,142,142,WS 1 (Port 2),(0;2;1),284,364,364.0,30.0 + 20.0 + 30.0
10,0,target,174,174,(2;3;2),WS 1 (Port 1),321,426,426.0,30.0 + 35.0 + 30.0 + 10.0
11,0,return,174,174,WS 1 (Port 1),(0;2;0),430,510,510.0,30.0 + 20.0 + 30.0
12,2,target,189,189,(0;5;0),WS 1 (Port 1),379,484,484.0,30.0 + 35.0 + 30.0 + 10.0
13,1,return,189,189,WS 1 (Port 1),(1;1;2),490,570,570.0,30.0 + 20.0 + 30.0
14,2,target,214,214,(4;8;2),WS 1 (Port 1),544,684,684.0,30.0 + 70.0 + 30.0 + 10.0
15,0,return,214,214,WS 1 (Port 1),(1;1;1),688,768,768.0,30.0 + 20.0 + 30.0
16,1,target,346,346,(2;8;3),WS 1 (Port 1),610,740,740.0,30.0 + 60.0 + 30.0 + 10.0
17,1,return,346,346,WS 1 (Port 1),(1;1;0),746,826,826.0,30.0 + 20.0 + 30.0
18,2,target,36,36,(1;9;0),WS 1 (Port 1),734,864,864.0,30.0 + 60.0 + 30.0 + 10.0
19,0,return,36,36,WS 1 (Port 1),(2;0;0),866,946,946.0,30.0 + 20.0 + 30.0
