mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,22,22,(5;1;4),WS 2 (Port 1),30,145,145.0,30.0 + 45.0 + 30.0 + 10.0
2,0,return,22,22,WS 2 (Port 1),(1;0;1),149,229,229.0,30.0 + 20.0 + 30.0
3,1,target,79,79,(2;0;1),WS 2 (Port 2),10,105,105.0,30.0 + 25.0 + 30.0 + 10.0
4,1,return,79,79,WS 2 (Port 2),(1;0;0),121,259,259.0,30.0 + 78.0 + 30.0
5,2,target,101,101,(1;8;1),WS 2 (Port 2),45,175,175.0,30.0 + 60.0 + 30.0 + 10.0
6,2,return,101,101,WS 2 (Port 2),(0;2;4),191,276,276.0,30.0 + 25.0 + 30.0
7,0,target,135,135,(5;6;1),WS 2 (Port 1),279,419,419.0,30.0 + 70.0 + 30.0 + 10.0
8,0,return,135,135,WS 2 (Port 1),(0;2;3),427,512,512.0,30.0 + 25.0 + 30.0
9,1,target,275,275,(0;4;0),WS 2 (Port 2),284,389,389.0,30.0 + 35.0 + 30.0 + 10.0
10,1,return,275,275,WS 2 (Port 2),(0;2;2),405,542,542.0,30.0 + 77.0 + 30.0
