mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,239,239,(5;10;3),WS 2 (Port 1),75,235,235.0,30.0 + 90.0 + 30.0 + 10.0
2,0,return,239,239,WS 2 (Port 1),(1;0;1),245,325,325.0,30.0 + 20.0 + 30.0
3,1,target,22,22,(5;1;4),WS 2 (Port 2),30,145,145.0,30.0 + 45.0 + 30.0 + 10.0
4,1,return,22,22,WS 2 (Port 2),(1;0;0),153,355,355.0,30.0 + 142.0 + 30.0
5,2,target,386,386,(1;2;4),WS 2 (Port 3),15,115,115.0,30.0 + 30.0 + 30.0 + 10.0
6,2,return,386,386,WS 2 (Port 3),(0;2;4),117,202,202.0,30.0 + 25.0 + 30.0
7,2,target,112,112,(3;9;0),WS 2 (Port 1),252,397,397.0,30.0 + 75.0 + 30.0 + 10.0
8,0,return,112,112,WS 2 (Port 1),(0;2;3),399,484,484.0,30.0 + 25.0 + 30.0
9,1,target,172,172,(2;7;1),WS 2 (Port 1),395,525,525.0,30.0 + 60.0 + 30.0 + 10.0
10,0,return,172,172,WS 2 (Port 1),(0;2;2),527,612,612.0,30.0 + 25.0 + 30.0
11,2,target,174,174,(2;3;2),WS 2 (Port 2),427,537,537.0,30.0 + 40.0 + 30.0 + 10.0
12,1,return,174,174,WS 2 (Port 2),(0;2;1),539,642,642.0,30.0 + 43.0 + 30.0
13,2,target,189,189,(0;5;0),WS 2 (Port 1),567,677,677.0,30.0 + 40.0 + 30.0 + 10.0
14,0,return,189,189,WS 2 (Port 1),(0;2;0),679,764,764.0,30.0 + 25.0 + 30.0
