mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,383,157,(4;0;0),(0;0;5),20,100,100.0,30.0 + 20.0 + 30.0
2,1,reshuffle,226,157,(4;0;1),(0;0;4),50,130,130.0,30.0 + 20.0 + 30.0
3,2,reshuffle,171,157,(4;0;2),(0;0;3),80,160,160.0,30.0 + 20.0 + 30.0
4,0,target,157,157,(4;0;3),WS 1 (Port 1),120,220,220.0,30.0 + 30.0 + 30.0 + 10.0
5,0,return,157,157,WS 1 (Port 1),(0;0;2),222,292,292.0,30.0 + 10.0 + 30.0
6,1,target,75,75,(1;3;2),WS 1 (Port 2),150,250,250.0,30.0 + 30.0 + 30.0 + 10.0
7,1,return,75,75,WS 1 (Port 2),(0;0;1),252,322,322.0,30.0 + 10.0 + 30.0
