mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,77,24,(1;5;2),(0;0;5),30,120,120.0,30.0 + 30.0 + 30.0
2,1,reshuffle,55,24,(1;5;3),(0;0;4),60,150,150.0,30.0 + 30.0 + 30.0
3,2,target,24,24,(1;5;4),WS 1 (Port 1),90,200,200.0,30.0 + 40.0 + 30.0 + 10.0
4,0,return,24,24,WS 1 (Port 1),(0;0;3),212,282,282.0,30.0 + 10.0 + 30.0
5,1,reshuffle,390,98,(4;7;1),(0;0;2),205,320,320.0,30.0 + 55.0 + 30.0
6,2,reshuffle,324,98,(4;7;2),(0;0;1),255,370,370.0,30.0 + 55.0 + 30.0
7,0,reshuffle,233,98,(4;7;3),(0;0;0),337,452,452.0,30.0 + 55.0 + 30.0
8,1,reshuffle,178,98,(4;7;4),(0;1;5),375,485,485.0,30.0 + 50.0 + 30.0
9,2,reshuffle,131,98,(4;7;5),(0;1;4),425,535,535.0,30.0 + 50.0 + 30.0
10,0,target,98,98,(4;7;6),WS 1 (Port 1),507,642,642.0,30.0 + 65.0 + 30.0 + 10.0
11,0,return,98,98,WS 1 (Port 1),(0;1;3),662,737,737.0,30.0 + 15.0 + 30.0
12,1,reshuffle,36,190,(3;8;1),(0;1;2),535,767,767.0,30.0 + 172.0 + 30.0
13,2,reshuffle,5,190,(3;8;2),(0;1;1),585,797,797.0,30.0 + 152.0 + 30.0
14,0,reshuffle,336,190,(3;8;3),(0;1;0),787,897,897.0,30.0 + 50.0 + 30.0
15,1,target,190,190,(3;8;4),WS 1 (Port 1),817,952,952.0,30.0 + 65.0 + 30.0 + 10.0
16,0,return,190,190,WS 1 (Port 1),(1;0;1),982,1057,1057.0,30.0 + 15.0 + 30.0
