mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,155,155,(4;9;1),WS 1 (Port 1),65,210,210.0,30.0 + 75.0 + 30.0 + 10.0
2,0,return,155,155,WS 1 (Port 1),(0;0;7),274,344,344.0,30.0 + 10.0 + 30.0
3,1,target,152,152,(3;1;1),WS 1 (Port 2),20,120,120.0,30.0 + 30.0 + 30.0 + 10.0
4,1,return,152,152,WS 1 (Port 2),(0;0;6),168,374,374.0,30.0 + 146.0 + 30.0
5,2,target,153,153,(3;0;1),WS 1 (Port 3),15,110,110.0,30.0 + 25.0 + 30.0 + 10.0
6,2,return,153,153,WS 1 (Port 3),(0;0;5),174,404,404.0,30.0 + 170.0 + 30.0
7,0,target,154,154,(4;10;1),WS 1 (Port 1),414,564,564.0,30.0 + 80.0 + 30.0 + 10.0
8,0,return,154,154,WS 1 (Port 1),(0;0;4),628,698,698.0,30.0 + 10.0 + 30.0
9,1,target,157,157,(4;7;1),WS 1 (Port 2),429,564,564.0,30.0 + 65.0 + 30.0 + 10.0
10,1,return,157,157,WS 1 (Port 2),(0;0;3),580,728,728.0,30.0 + 88.0 + 30.0
11,2,target,156,156,(4;8;1),WS 1 (Port 3),464,604,604.0,30.0 + 70.0 + 30.0 + 10.0
12,2,return,156,156,WS 1 (Port 3),(0;0;2),668,758,758.0,30.0 + 30.0 + 30.0
