mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,162,162,(4;2;1),WS 1 (Port 1),30,140,140.0,30.0 + 40.0 + 30.0 + 10.0
2,0,return,162,162,WS 1 (Port 1),(0;0;7),146,216,216.0,30.0 + 10.0 + 30.0
3,1,target,160,160,(4;4;1),WS 1 (Port 2),40,160,160.0,30.0 + 50.0 + 30.0 + 10.0
4,1,return,160,160,WS 1 (Port 2),(0;0;6),168,246,246.0,30.0 + 18.0 + 30.0
5,2,target,161,161,(4;3;1),WS 1 (Port 3),35,150,150.0,30.0 + 45.0 + 30.0 + 10.0
6,2,return,161,161,WS 1 (Port 3),(0;0;5),158,276,276.0,30.0 + 58.0 + 30.0
7,0,target,159,159,(4;5;1),WS 1 (Port 1),261,386,386.0,30.0 + 55.0 + 30.0 + 10.0
8,0,return,159,159,WS 1 (Port 1),(0;0;4),394,464,464.0,30.0 + 10.0 + 30.0
9,1,target,158,158,(4;6;1),WS 1 (Port 2),296,426,426.0,30.0 + 60.0 + 30.0 + 10.0
10,1,return,158,158,WS 1 (Port 2),(0;0;3),434,504,504.0,30.0 + 10.0 + 30.0
11,2,target,157,157,(4;7;1),WS 1 (Port 1),331,466,466.0,30.0 + 65.0 + 30.0 + 10.0
12,2,return,157,157,WS 1 (Port 1),(0;0;2),468,538,538.0,30.0 + 10.0 + 30.0
