mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,145,200,(3;8;1),(0;0;7),55,170,170.0,30.0 + 55.0 + 30.0
2,1,target,200,200,(3;8;2),WS 1 (Port 1),85,220,220.0,30.0 + 65.0 + 30.0 + 10.0
3,0,return,200,200,WS 1 (Port 1),(0;0;6),252,322,322.0,30.0 + 10.0 + 30.0
4,2,reshuffle,144,199,(3;9;1),(0;0;5),60,352,352.0,30.0 + 232.0 + 30.0
5,1,target,199,199,(3;9;2),WS 1 (Port 1),280,420,420.0,30.0 + 70.0 + 30.0 + 10.0
6,0,return,199,199,WS 1 (Port 1),(0;0;4),452,522,522.0,30.0 + 10.0 + 30.0
7,2,reshuffle,143,198,(3;10;1),(0;0;3),417,552,552.0,30.0 + 75.0 + 30.0
8,1,target,198,198,(3;10;2),WS 1 (Port 1),485,630,630.0,30.0 + 75.0 + 30.0 + 10.0
9,0,return,198,198,WS 1 (Port 1),(0;0;2),654,724,724.0,30.0 + 10.0 + 30.0
10,2,target,24,24,(2;8;1),WS 1 (Port 1),602,732,732.0,30.0 + 60.0 + 30.0 + 10.0
11,0,return,24,24,WS 1 (Port 1),(0;0;1),738,808,808.0,30.0 + 10.0 + 30.0
12,1,reshuffle,146,201,(3;7;1),(0;0;0),680,838,838.0,30.0 + 98.0 + 30.0
13,2,target,201,201,(3;7;2),WS 1 (Port 1),782,912,912.0,30.0 + 60.0 + 30.0 + 10.0
14,0,return,201,201,WS 1 (Port 1),(0;1;7),944,1019,1019.0,30.0 + 15.0 + 30.0
15,1,reshuffle,147,202,(3;6;1),(0;1;6),883,1049,1049.0,30.0 + 106.0 + 30.0
16,2,target,202,202,(3;6;2),WS 1 (Port 1),957,1082,1082.0,30.0 + 55.0 + 30.0 + 10.0
17,0,return,202,202,WS 1 (Port 1),(0;1;5),1114,1189,1189.0,30.0 + 15.0 + 30.0
18,1,reshuffle,148,203,(3;5;1),(0;1;4),1084,1219,1219.0,30.0 + 75.0 + 30.0
19,2,target,203,203,(3;5;2),WS 1 (Port 1),1122,1242,1242.0,30.0 + 50.0 + 30.0 + 10.0
20,0,return,203,203,WS 1 (Port 1),(0;1;3),1250,1325,1325.0,30.0 + 15.0 + 30.0
