mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,4,4,(5;6;0),WS 2 (Port 1),55,195,195.0,30.0 + 70.0 + 30.0 + 10.0
2,0,return,4,4,WS 2 (Port 1),(0;0;7),201,276,276.0,30.0 + 15.0 + 30.0
3,1,target,0,0,(5;10;0),WS 2 (Port 2),75,235,235.0,30.0 + 90.0 + 30.0 + 10.0
4,1,return,0,0,WS 2 (Port 2),(0;0;6),251,326,326.0,30.0 + 15.0 + 30.0
5,2,target,1,1,(5;9;0),WS 2 (Port 3),70,225,225.0,30.0 + 85.0 + 30.0 + 10.0
6,2,return,1,1,WS 2 (Port 3),(0;0;5),241,356,356.0,30.0 + 55.0 + 30.0
7,0,target,2,2,(5;8;0),WS 2 (Port 1),341,491,491.0,30.0 + 80.0 + 30.0 + 10.0
8,0,return,2,2,WS 2 (Port 1),(0;0;4),507,582,582.0,30.0 + 15.0 + 30.0
9,1,target,3,3,(5;7;0),WS 2 (Port 2),386,531,531.0,30.0 + 75.0 + 30.0 + 10.0
10,1,return,3,3,WS 2 (Port 2),(0;0;3),547,622,622.0,30.0 + 15.0 + 30.0
