mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,327,2,(3;6;0),(0;2;4),45,140,140.0,30.0 + 35.0 + 30.0
2,1,reshuffle,76,2,(3;6;1),(0;2;3),75,170,170.0,30.0 + 35.0 + 30.0
3,2,reshuffle,269,2,(3;6;2),(0;2;2),105,200,200.0,30.0 + 35.0 + 30.0
4,0,reshuffle,168,2,(3;6;3),(0;2;1),175,270,270.0,30.0 + 35.0 + 30.0
5,1,reshuffle,48,2,(3;6;4),(0;2;0),205,300,300.0,30.0 + 35.0 + 30.0
6,2,reshuffle,322,2,(3;6;5),(0;3;2),235,325,325.0,30.0 + 30.0 + 30.0
7,0,target,2,2,(3;6;6),WS 1 (Port 1),305,430,430.0,30.0 + 55.0 + 30.0 + 10.0
8,0,return,2,2,WS 1 (Port 1),(1;0;1),434,509,509.0,30.0 + 15.0 + 30.0
9,1,reshuffle,47,14,(1;6;5),(0;3;1),325,405,405.0,30.0 + 20.0 + 30.0
10,2,reshuffle,161,14,(1;6;6),(0;3;0),355,435,435.0,30.0 + 20.0 + 30.0
11,1,target,14,14,(1;6;7),WS 1 (Port 1),425,540,540.0,30.0 + 45.0 + 30.0 + 10.0
12,0,return,14,14,WS 1 (Port 1),(1;0;0),544,619,619.0,30.0 + 15.0 + 30.0
13,2,reshuffle,275,6,(0;4;0),(0;6;6),440,510,510.0,30.0 + 10.0 + 30.0
14,2,reshuffle,184,6,(0;4;1),(0;6;5),520,590,590.0,30.0 + 10.0 + 30.0
15,1,reshuffle,92,6,(0;4;2),(0;6;4),560,630,630.0,30.0 + 10.0 + 30.0
16,2,reshuffle,20,6,(0;4;3),(0;6;3),600,670,670.0,30.0 + 10.0 + 30.0
17,1,reshuffle,354,6,(0;4;4),(0;6;2),640,710,710.0,30.0 + 10.0 + 30.0
18,0,reshuffle,339,6,(0;4;5),(0;6;1),670,740,740.0,30.0 + 10.0 + 30.0
19,2,reshuffle,151,6,(0;4;6),(0;6;0),700,770,770.0,30.0 + 10.0 + 30.0
20,1,target,6,6,(0;4;7),WS 1 (Port 1),730,830,830.0,30.0 + 30.0 + 30.0 + 10.0
21,0,return,6,6,WS 1 (Port 1),(1;1;2),832,912,912.0,30.0 + 20.0 + 30.0
22,2,reshuffle,134,1,(1;3;5),(0;4;7),790,860,860.0,30.0 + 10.0 + 30.0
23,1,target,1,1,(1;3;6),WS 1 (Port 1),850,950,950.0,30.0 + 30.0 + 30.0 + 10.0
24,0,return,1,1,WS 1 (Port 1),(1;1;1),958,1038,1038.0,30.0 + 20.0 + 30.0
