mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,376,117,(5;4;0),(0;0;5),45,150,150.0,30.0 + 45.0 + 30.0
2,1,reshuffle,219,117,(5;4;1),(0;0;4),75,180,180.0,30.0 + 45.0 + 30.0
3,2,reshuffle,164,117,(5;4;2),(0;0;3),105,210,210.0,30.0 + 45.0 + 30.0
4,0,reshuffle,150,117,(5;4;3),(0;0;2),195,300,300.0,30.0 + 45.0 + 30.0
5,1,target,117,117,(5;4;4),WS 1 (Port 1),225,350,350.0,30.0 + 55.0 + 30.0 + 10.0
6,0,return,117,117,WS 1 (Port 1),(0;0;1),950,1020,1020.0,30.0 + 10.0 + 30.0
7,1,reshuffle,393,134,(4;10;1),(0;0;0),420,1050,1050.0,30.0 + 570.0 + 30.0
8,2,reshuffle,327,134,(4;10;2),(0;1;5),450,575,575.0,30.0 + 65.0 + 30.0
9,2,reshuffle,236,134,(4;10;3),(0;1;4),640,765,765.0,30.0 + 65.0 + 30.0
10,2,reshuffle,181,134,(4;10;4),(0;1;3),830,955,955.0,30.0 + 65.0 + 30.0
11,2,target,134,134,(4;10;5),WS 1 (Port 1),1020,1170,1170.0,30.0 + 80.0 + 30.0 + 10.0
12,0,return,134,134,WS 1 (Port 1),(1;0;1),1174,1249,1249.0,30.0 + 15.0 + 30.0
13,1,reshuffle,379,167,(5;7;0),(0;2;5),1110,1220,1220.0,30.0 + 50.0 + 30.0
14,2,reshuffle,222,167,(5;7;1),(0;2;4),1230,1340,1340.0,30.0 + 50.0 + 30.0
15,1,target,167,167,(5;7;2),WS 1 (Port 1),1270,1410,1410.0,30.0 + 70.0 + 30.0 + 10.0
16,0,return,167,167,WS 1 (Port 1),(1;0;0),1530,1605,1605.0,30.0 + 15.0 + 30.0
17,2,target,181,181,(0;1;3),WS 1 (Port 2),1345,1430,1430.0,30.0 + 15.0 + 30.0 + 10.0
18,1,return,181,181,WS 1 (Port 2),(0;1;3),1442,1517,1517.0,30.0 + 15.0 + 30.0
