mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,36,190,(3;8;1),(0;0;5),55,170,170.0,30.0 + 55.0 + 30.0
2,1,reshuffle,5,190,(3;8;2),(0;0;4),85,200,200.0,30.0 + 55.0 + 30.0
3,2,reshuffle,336,190,(3;8;3),(0;0;3),115,230,230.0,30.0 + 55.0 + 30.0
4,0,target,190,190,(3;8;4),WS 2 (Port 1),225,365,365.0,30.0 + 70.0 + 30.0 + 10.0
5,0,return,190,190,WS 2 (Port 1),(0;0;2),393,468,468.0,30.0 + 15.0 + 30.0
6,1,target,75,75,(1;3;2),WS 2 (Port 2),220,325,325.0,30.0 + 35.0 + 30.0 + 10.0
7,1,return,75,75,WS 2 (Port 2),(0;0;1),333,498,498.0,30.0 + 105.0 + 30.0
8,2,target,76,76,(1;4;2),WS 2 (Port 3),255,365,365.0,30.0 + 40.0 + 30.0 + 10.0
9,2,return,76,76,WS 2 (Port 3),(0;0;0),367,528,528.0,30.0 + 101.0 + 30.0
10,0,reshuffle,390,98,(4;7;1),(0;1;5),523,633,633.0,30.0 + 50.0 + 30.0
11,1,reshuffle,324,98,(4;7;2),(0;1;4),553,663,663.0,30.0 + 50.0 + 30.0
12,2,reshuffle,233,98,(4;7;3),(0;1;3),583,693,693.0,30.0 + 50.0 + 30.0
13,0,reshuffle,178,98,(4;7;4),(0;1;2),683,793,793.0,30.0 + 50.0 + 30.0
14,1,reshuffle,131,98,(4;7;5),(0;1;1),713,823,823.0,30.0 + 50.0 + 30.0
15,2,target,98,98,(4;7;6),WS 2 (Port 1),743,883,883.0,30.0 + 70.0 + 30.0 + 10.0
16,0,return,98,98,WS 2 (Port 1),(0;1;0),947,1027,1027.0,30.0 + 20.0 + 30.0
17,1,reshuffle,391,99,(4;8;1),(0;2;5),878,988,988.0,30.0 + 50.0 + 30.0
18,2,reshuffle,325,99,(4;8;2),(0;2;4),948,1058,1058.0,30.0 + 50.0 + 30.0
19,1,reshuffle,234,99,(4;8;3),(0;2;3),1038,1148,1148.0,30.0 + 50.0 + 30.0
20,0,reshuffle,179,99,(4;8;4),(0;2;2),1082,1192,1192.0,30.0 + 50.0 + 30.0
21,2,reshuffle,132,99,(4;8;5),(0;2;1),1112,1222,1222.0,30.0 + 50.0 + 30.0
22,1,target,99,99,(4;8;6),WS 2 (Port 1),1198,1343,1343.0,30.0 + 75.0 + 30.0 + 10.0
23,0,return,99,99,WS 2 (Port 1),(1;0;1),1381,1461,1461.0,30.0 + 20.0 + 30.0
