mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,302,8,(0;2;5),(0;3;2),10,75,75.0,30.0 + 5.0 + 30.0
2,1,target,8,8,(0;2;6),WS 1 (Port 1),40,130,130.0,30.0 + 20.0 + 30.0 + 10.0
3,0,return,8,8,WS 1 (Port 1),(1;0;1),138,213,213.0,30.0 + 15.0 + 30.0
4,2,reshuffle,150,24,(1;4;0),(0;2;6),25,100,100.0,30.0 + 15.0 + 30.0
5,2,reshuffle,35,24,(1;4;1),(0;2;5),115,190,190.0,30.0 + 15.0 + 30.0
6,1,target,24,24,(1;4;2),WS 1 (Port 1),155,260,260.0,30.0 + 35.0 + 30.0 + 10.0
7,0,return,24,24,WS 1 (Port 1),(1;0;0),268,343,343.0,30.0 + 15.0 + 30.0
8,2,reshuffle,239,50,(5;10;3),(0;2;4),255,380,380.0,30.0 + 65.0 + 30.0
9,1,target,50,50,(5;10;4),WS 1 (Port 1),335,490,490.0,30.0 + 85.0 + 30.0 + 10.0
10,0,return,50,50,WS 1 (Port 1),(0;2;3),498,578,578.0,30.0 + 20.0 + 30.0
11,1,reshuffle,302,146,(0;3;2),(0;2;2),505,608,608.0,30.0 + 43.0 + 30.0
12,2,reshuffle,52,146,(0;3;3),(0;2;1),535,638,638.0,30.0 + 43.0 + 30.0
13,0,reshuffle,371,146,(0;3;4),(0;2;0),583,668,668.0,30.0 + 25.0 + 30.0
14,1,target,146,146,(0;3;5),WS 1 (Port 1),613,708,708.0,30.0 + 25.0 + 30.0 + 10.0
15,0,return,146,146,WS 1 (Port 1),(1;1;2),716,796,796.0,30.0 + 20.0 + 30.0
