mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,193,193,(1;5;0),WS 1 (Port 1),30,140,140.0,30.0 + 40.0 + 30.0 + 10.0
2,0,return,193,193,WS 1 (Port 1),(1;0;1),160,235,235.0,30.0 + 15.0 + 30.0
3,1,reshuffle,377,119,(2;4;3),(0;2;4),30,110,110.0,30.0 + 20.0 + 30.0
4,2,target,119,119,(2;4;4),WS 2 (Port 1),60,175,175.0,30.0 + 45.0 + 30.0 + 10.0
5,1,return,119,119,WS 2 (Port 1),(1;0;0),179,265,265.0,30.0 + 26.0 + 30.0
6,2,target,27,27,(5;3;0),WS 2 (Port 1),220,345,345.0,30.0 + 55.0 + 30.0 + 10.0
7,0,return,27,27,WS 2 (Port 1),(0;2;3),361,446,446.0,30.0 + 25.0 + 30.0
8,1,reshuffle,36,121,(1;9;0),(0;2;2),310,476,476.0,30.0 + 106.0 + 30.0
9,2,reshuffle,95,121,(1;9;1),(0;2;1),400,506,506.0,30.0 + 46.0 + 30.0
10,0,target,121,121,(1;9;2),WS 1 (Port 1),486,616,616.0,30.0 + 60.0 + 30.0 + 10.0
11,0,return,121,121,WS 1 (Port 1),(0;2;0),626,706,706.0,30.0 + 20.0 + 30.0
12,1,target,112,112,(3;9;0),WS 1 (Port 1),526,666,666.0,30.0 + 70.0 + 30.0 + 10.0
13,1,return,112,112,WS 1 (Port 1),(1;1;2),678,758,758.0,30.0 + 20.0 + 30.0
