mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,156,156,(4;8;1),WS 1 (Port 1),60,200,200.0,30.0 + 70.0 + 30.0 + 10.0
2,0,return,156,156,WS 1 (Port 1),(0;0;7),264,334,334.0,30.0 + 10.0 + 30.0
3,1,target,154,154,(4;10;1),WS 1 (Port 2),70,220,220.0,30.0 + 80.0 + 30.0 + 10.0
4,1,return,154,154,WS 1 (Port 2),(0;0;6),284,364,364.0,30.0 + 20.0 + 30.0
5,2,target,153,153,(3;0;1),WS 1 (Port 3),15,110,110.0,30.0 + 25.0 + 30.0 + 10.0
6,2,return,153,153,WS 1 (Port 3),(0;0;5),174,394,394.0,30.0 + 160.0 + 30.0
7,0,target,152,152,(3;1;1),WS 1 (Port 1),354,454,454.0,30.0 + 30.0 + 30.0 + 10.0
8,0,return,152,152,WS 1 (Port 1),(0;0;4),502,572,572.0,30.0 + 10.0 + 30.0
9,1,target,155,155,(4;9;1),WS 1 (Port 1),429,574,574.0,30.0 + 75.0 + 30.0 + 10.0
10,0,return,155,155,WS 1 (Port 1),(0;0;3),638,708,708.0,30.0 + 10.0 + 30.0
11,2,target,157,157,(4;7;1),WS 1 (Port 2),449,584,584.0,30.0 + 65.0 + 30.0 + 10.0
12,1,return,157,157,WS 1 (Port 2),(0;0;2),600,738,738.0,30.0 + 78.0 + 30.0
