mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,76,23,(1;4;2),(0;0;5),25,110,110.0,30.0 + 25.0 + 30.0
2,1,reshuffle,54,23,(1;4;3),(0;0;4),55,140,140.0,30.0 + 25.0 + 30.0
3,2,target,23,23,(1;4;4),WS 2 (Port 1),85,195,195.0,30.0 + 40.0 + 30.0 + 10.0
4,0,return,23,23,WS 2 (Port 1),(0;0;3),201,276,276.0,30.0 + 15.0 + 30.0
5,1,reshuffle,61,193,(2;0;2),(0;0;2),150,306,306.0,30.0 + 96.0 + 30.0
6,2,reshuffle,39,193,(2;0;3),(0;0;1),210,336,336.0,30.0 + 66.0 + 30.0
7,0,reshuffle,8,193,(2;0;4),(0;0;0),286,366,366.0,30.0 + 20.0 + 30.0
8,1,reshuffle,339,193,(2;0;5),(0;1;5),316,391,391.0,30.0 + 15.0 + 30.0
9,2,target,193,193,(2;0;6),WS 2 (Port 1),346,441,441.0,30.0 + 25.0 + 30.0 + 10.0
10,0,return,193,193,WS 2 (Port 1),(0;1;4),455,535,535.0,30.0 + 20.0 + 30.0
