mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,152,152,(3;1;1),WS 2 (Port 1),20,125,125.0,30.0 + 35.0 + 30.0 + 10.0
2,0,return,152,152,WS 2 (Port 1),(0;0;7),149,224,224.0,30.0 + 15.0 + 30.0
3,1,target,157,157,(4;7;1),WS 2 (Port 1),55,195,195.0,30.0 + 70.0 + 30.0 + 10.0
4,1,return,157,157,WS 2 (Port 1),(0;0;6),197,272,272.0,30.0 + 15.0 + 30.0
5,2,target,158,158,(4;6;1),WS 2 (Port 2),50,185,185.0,30.0 + 65.0 + 30.0 + 10.0
6,2,return,158,158,WS 2 (Port 2),(0;0;5),193,302,302.0,30.0 + 49.0 + 30.0
7,0,target,159,159,(4;5;1),WS 2 (Port 1),269,399,399.0,30.0 + 60.0 + 30.0 + 10.0
8,0,return,159,159,WS 2 (Port 1),(0;0;4),407,482,482.0,30.0 + 15.0 + 30.0
9,1,target,160,160,(4;4;1),WS 2 (Port 2),312,437,437.0,30.0 + 55.0 + 30.0 + 10.0
10,1,return,160,160,WS 2 (Port 2),(0;0;3),445,520,520.0,30.0 + 15.0 + 30.0
11,2,target,161,161,(4;3;1),WS 2 (Port 1),337,457,457.0,30.0 + 50.0 + 30.0 + 10.0
12,2,return,161,161,WS 2 (Port 1),(0;0;2),465,550,550.0,30.0 + 25.0 + 30.0
13,0,target,162,162,(4;2;1),WS 2 (Port 1),512,627,627.0,30.0 + 45.0 + 30.0 + 10.0
14,0,return,162,162,WS 2 (Port 1),(0;0;1),635,710,710.0,30.0 + 15.0 + 30.0
15,1,target,163,163,(4;1;1),WS 2 (Port 2),545,655,655.0,30.0 + 40.0 + 30.0 + 10.0
16,1,return,163,163,WS 2 (Port 2),(0;0;0),661,740,740.0,30.0 + 19.0 + 30.0
