mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,172,28,(2;7;1),(0;2;4),45,140,140.0,30.0 + 35.0 + 30.0
2,1,target,28,28,(2;7;2),WS 1 (Port 1),75,200,200.0,30.0 + 55.0 + 30.0 + 10.0
3,0,return,28,28,WS 1 (Port 1),(1;0;1),204,279,279.0,30.0 + 15.0 + 30.0
4,2,target,71,71,(2;10;5),WS 2 (Port 1),60,205,205.0,30.0 + 75.0 + 30.0 + 10.0
5,1,return,71,71,WS 2 (Port 1),(1;0;0),213,309,309.0,30.0 + 36.0 + 30.0
6,2,target,27,27,(5;3;0),WS 1 (Port 1),250,370,370.0,30.0 + 50.0 + 30.0 + 10.0
7,0,return,27,27,WS 1 (Port 1),(0;2;3),402,482,482.0,30.0 + 20.0 + 30.0
8,1,target,23,23,(4;5;0),WS 2 (Port 1),349,479,479.0,30.0 + 60.0 + 30.0 + 10.0
9,1,return,23,23,WS 2 (Port 1),(0;2;2),495,580,580.0,30.0 + 25.0 + 30.0
10,2,target,57,57,(4;7;1),WS 2 (Port 1),425,565,565.0,30.0 + 70.0 + 30.0 + 10.0
11,0,return,57,57,WS 2 (Port 1),(0;2;1),573,658,658.0,30.0 + 25.0 + 30.0
