mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,160,160,(4;4;1),WS 2 (Port 1),40,165,165.0,30.0 + 55.0 + 30.0 + 10.0
2,0,return,160,160,WS 2 (Port 1),(0;0;7),171,246,246.0,30.0 + 15.0 + 30.0
3,1,target,159,159,(4;5;1),WS 2 (Port 2),45,175,175.0,30.0 + 60.0 + 30.0 + 10.0
4,1,return,159,159,WS 2 (Port 2),(0;0;6),183,276,276.0,30.0 + 33.0 + 30.0
5,2,target,158,158,(4;6;1),WS 2 (Port 3),50,185,185.0,30.0 + 65.0 + 30.0 + 10.0
6,2,return,158,158,WS 2 (Port 3),(0;0;5),193,306,306.0,30.0 + 53.0 + 30.0
7,0,target,157,157,(4;7;1),WS 2 (Port 1),301,441,441.0,30.0 + 70.0 + 30.0 + 10.0
8,0,return,157,157,WS 2 (Port 1),(0;0;4),443,518,518.0,30.0 + 15.0 + 30.0
9,1,target,10,10,(5;0;0),WS 2 (Port 2),301,411,411.0,30.0 + 40.0 + 30.0 + 10.0
10,1,return,10,10,WS 2 (Port 2),(0;0;3),423,548,548.0,30.0 + 65.0 + 30.0
