mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,10,10,(5;0;0),WS 2 (Port 1),25,135,135.0,30.0 + 40.0 + 30.0 + 10.0
2,0,return,10,10,WS 2 (Port 1),(0;0;7),143,218,218.0,30.0 + 15.0 + 30.0
3,1,reshuffle,16,126,(1;5;1),(0;0;6),30,248,248.0,30.0 + 158.0 + 30.0
4,2,reshuffle,38,126,(1;5;2),(0;0;5),60,278,278.0,30.0 + 158.0 + 30.0
5,0,reshuffle,60,126,(1;5;3),(0;0;4),248,338,338.0,30.0 + 30.0 + 30.0
6,1,reshuffle,82,126,(1;5;4),(0;0;3),278,368,368.0,30.0 + 30.0 + 30.0
7,2,reshuffle,104,126,(1;5;5),(0;0;2),308,398,398.0,30.0 + 30.0 + 30.0
8,0,target,126,126,(1;5;6),WS 2 (Port 1),368,483,483.0,30.0 + 45.0 + 30.0 + 10.0
9,0,return,126,126,WS 2 (Port 1),(0;0;1),489,564,564.0,30.0 + 15.0 + 30.0
10,1,target,24,24,(2;8;1),WS 2 (Port 1),418,553,553.0,30.0 + 65.0 + 30.0 + 10.0
11,0,return,24,24,WS 2 (Port 1),(0;0;0),579,654,654.0,30.0 + 15.0 + 30.0
