mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,20,20,(1;1;1),WS 2 (Port 1),10,105,105.0,30.0 + 25.0 + 30.0 + 10.0
2,0,return,20,20,WS 2 (Port 1),(0;0;7),127,202,202.0,30.0 + 15.0 + 30.0
3,1,target,12,12,(1;9;1),WS 2 (Port 1),50,185,185.0,30.0 + 65.0 + 30.0 + 10.0
4,1,return,12,12,WS 2 (Port 1),(0;0;6),187,262,262.0,30.0 + 15.0 + 30.0
5,2,target,22,22,(2;10;1),WS 2 (Port 2),60,205,205.0,30.0 + 75.0 + 30.0 + 10.0
6,0,return,22,22,WS 2 (Port 2),(0;0;5),227,302,302.0,30.0 + 15.0 + 30.0
7,2,target,27,27,(2;5;1),WS 2 (Port 1),245,365,365.0,30.0 + 50.0 + 30.0 + 10.0
8,0,return,27,27,WS 2 (Port 1),(0;0;4),379,454,454.0,30.0 + 15.0 + 30.0
9,1,target,10,10,(5;0;0),WS 2 (Port 2),287,397,397.0,30.0 + 40.0 + 30.0 + 10.0
10,1,return,10,10,WS 2 (Port 2),(0;0;3),399,484,484.0,30.0 + 25.0 + 30.0
11,2,target,24,24,(2;8;1),WS 2 (Port 1),420,555,555.0,30.0 + 65.0 + 30.0 + 10.0
12,0,return,24,24,WS 2 (Port 1),(0;0;2),569,644,644.0,30.0 + 15.0 + 30.0
