mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,79,79,(2;0;1),WS 2 (Port 1),10,105,105.0,30.0 + 25.0 + 30.0 + 10.0
2,0,return,79,79,WS 2 (Port 1),(1;0;1),109,189,189.0,30.0 + 20.0 + 30.0
3,1,target,57,57,(4;7;1),WS 2 (Port 1),55,195,195.0,30.0 + 70.0 + 30.0 + 10.0
4,1,return,57,57,WS 2 (Port 1),(1;0;0),203,283,283.0,30.0 + 20.0 + 30.0
5,2,target,71,71,(2;10;5),WS 2 (Port 2),60,205,205.0,30.0 + 75.0 + 30.0 + 10.0
6,0,return,71,71,WS 2 (Port 2),(0;2;4),213,298,298.0,30.0 + 25.0 + 30.0
7,2,target,110,110,(3;3;2),WS 2 (Port 1),240,355,355.0,30.0 + 45.0 + 30.0 + 10.0
8,0,return,110,110,WS 2 (Port 1),(0;2;3),359,444,444.0,30.0 + 25.0 + 30.0
9,1,target,83,83,(2;6;1),WS 2 (Port 1),318,443,443.0,30.0 + 55.0 + 30.0 + 10.0
10,1,return,83,83,WS 2 (Port 1),(0;2;2),451,536,536.0,30.0 + 25.0 + 30.0
