mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,79,79,(2;0;1),WS 2 (Port 1),10,105,105.0,30.0 + 25.0 + 30.0 + 10.0
2,0,return,79,79,WS 2 (Port 1),(1;0;1),107,187,187.0,30.0 + 20.0 + 30.0
3,1,target,22,22,(5;1;4),WS 2 (Port 2),30,145,145.0,30.0 + 45.0 + 30.0 + 10.0
4,1,return,22,22,WS 2 (Port 2),(1;0;0),147,227,227.0,30.0 + 20.0 + 30.0
5,2,target,13,13,(3;0;0),WS 2 (Port 3),15,115,115.0,30.0 + 30.0 + 30.0 + 10.0
6,2,return,13,13,WS 2 (Port 3),(0;2;4),117,202,202.0,30.0 + 25.0 + 30.0
7,0,target,27,27,(5;3;0),WS 2 (Port 1),222,347,347.0,30.0 + 55.0 + 30.0 + 10.0
8,0,return,27,27,WS 2 (Port 1),(0;2;3),349,434,434.0,30.0 + 25.0 + 30.0
9,1,reshuffle,377,119,(2;4;3),(0;2;2),252,464,464.0,30.0 + 152.0 + 30.0
10,2,target,119,119,(2;4;4),WS 2 (Port 1),282,397,397.0,30.0 + 45.0 + 30.0 + 10.0
11,2,return,119,119,WS 2 (Port 1),(0;2;1),399,494,494.0,30.0 + 35.0 + 30.0
