mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,47,47,(1;6;5),WS 2 (Port 1),35,155,155.0,30.0 + 50.0 + 30.0 + 10.0
2,0,return,47,47,WS 2 (Port 1),(1;0;1),163,243,243.0,30.0 + 20.0 + 30.0
3,1,target,13,13,(3;0;0),WS 2 (Port 2),15,115,115.0,30.0 + 30.0 + 30.0 + 10.0
4,1,return,13,13,WS 2 (Port 2),(1;0;0),123,273,273.0,30.0 + 90.0 + 30.0
5,2,target,36,36,(1;9;0),WS 2 (Port 2),50,185,185.0,30.0 + 65.0 + 30.0 + 10.0
6,2,return,36,36,WS 2 (Port 2),(0;2;4),193,278,278.0,30.0 + 25.0 + 30.0
7,0,target,40,40,(1;1;3),WS 2 (Port 1),248,343,343.0,30.0 + 25.0 + 30.0 + 10.0
8,0,return,40,40,WS 2 (Port 1),(0;2;3),351,436,436.0,30.0 + 25.0 + 30.0
9,1,target,44,44,(2;1;2),WS 2 (Port 2),283,383,383.0,30.0 + 30.0 + 30.0 + 10.0
10,1,return,44,44,WS 2 (Port 2),(0;2;2),391,476,476.0,30.0 + 25.0 + 30.0
11,2,target,174,174,(2;3;2),WS 2 (Port 1),293,403,403.0,30.0 + 40.0 + 30.0 + 10.0
12,2,return,174,174,WS 2 (Port 1),(0;2;1),411,506,506.0,30.0 + 35.0 + 30.0
