mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,302,8,(0;2;5),(0;3;2),10,75,75.0,30.0 + 5.0 + 30.0
2,1,target,8,8,(0;2;6),WS 1 (Port 1),40,130,130.0,30.0 + 20.0 + 30.0 + 10.0
3,0,return,8,8,WS 1 (Port 1),(1;0;1),138,213,213.0,30.0 + 15.0 + 30.0
4,2,reshuffle,13,66,(3;0;0),(0;2;6),15,100,100.0,30.0 + 25.0 + 30.0
5,2,reshuffle,107,66,(3;0;1),(0;2;5),125,210,210.0,30.0 + 25.0 + 30.0
6,1,reshuffle,285,66,(3;0;2),(0;2;4),155,240,240.0,30.0 + 25.0 + 30.0
7,0,reshuffle,104,66,(3;0;3),(0;2;3),223,308,308.0,30.0 + 25.0 + 30.0
8,2,reshuffle,351,66,(3;0;4),(0;2;2),253,338,338.0,30.0 + 25.0 + 30.0
9,1,reshuffle,218,66,(3;0;5),(0;2;1),283,368,368.0,30.0 + 25.0 + 30.0
10,0,target,66,66,(3;0;6),WS 1 (Port 1),333,428,428.0,30.0 + 25.0 + 30.0 + 10.0
11,0,return,66,66,WS 1 (Port 1),(1;0;0),440,515,515.0,30.0 + 15.0 + 30.0
