mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,target,112,112,(3;9;0),WS 2 (Port 1),60,205,205.0,30.0 + 75.0 + 30.0 + 10.0
2,0,return,112,112,WS 2 (Port 1),(1;0;1),209,289,289.0,30.0 + 20.0 + 30.0
3,1,target,101,101,(1;8;1),WS 2 (Port 2),45,175,175.0,30.0 + 60.0 + 30.0 + 10.0
4,1,return,101,101,WS 2 (Port 2),(1;0;0),199,319,319.0,30.0 + 60.0 + 30.0
5,2,reshuffle,46,191,(5;9;4),(0;2;4),70,190,190.0,30.0 + 60.0 + 30.0
6,2,reshuffle,261,191,(5;9;5),(0;2;3),250,370,370.0,30.0 + 60.0 + 30.0
7,0,target,191,191,(5;9;6),WS 2 (Port 1),354,509,509.0,30.0 + 85.0 + 30.0 + 10.0
8,0,return,191,191,WS 2 (Port 1),(0;2;2),531,616,616.0,30.0 + 25.0 + 30.0
9,1,target,81,81,(1;8;2),WS 2 (Port 2),359,489,489.0,30.0 + 60.0 + 30.0 + 10.0
10,1,return,81,81,WS 2 (Port 2),(0;2;1),497,646,646.0,30.0 + 89.0 + 30.0
11,2,target,273,273,(3;10;0),WS 2 (Port 1),425,575,575.0,30.0 + 80.0 + 30.0 + 10.0
12,2,return,273,273,WS 2 (Port 1),(0;2;0),579,676,676.0,30.0 + 37.0 + 30.0
