mission_no,agv_id,mission_type,container_id,related_target_id,src_pos,dst_pos,start_s,end_s,makespan,duration_breakdown
1,0,reshuffle,150,35,(1;4;0),(0;2;4),25,100,100.0,30.0 + 15.0 + 30.0
2,1,target,35,35,(1;4;1),WS 1 (Port 1),55,160,160.0,30.0 + 35.0 + 30.0 + 10.0
3,0,return,35,35,WS 1 (Port 1),(1;0;1),176,251,251.0,30.0 + 15.0 + 30.0
4,2,target,52,52,(0;3;3),WS 1 (Port 2),15,110,110.0,30.0 + 25.0 + 30.0 + 10.0
5,1,return,52,52,WS 1 (Port 2),(1;0;0),150,281,281.0,30.0 + 71.0 + 30.0
6,2,target,392,392,(1;10;0),WS 1 (Port 1),165,300,300.0,30.0 + 65.0 + 30.0 + 10.0
7,0,return,392,392,WS 1 (Port 1),(1;1;2),308,388,388.0,30.0 + 20.0 + 30.0
8,1,target,234,234,(0;7;3),WS 1 (Port 1),321,436,436.0,30.0 + 45.0 + 30.0 + 10.0
9,0,return,234,234,WS 1 (Port 1),(1;1;1),444,524,524.0,30.0 + 20.0 + 30.0
10,2,target,134,134,(1;3;5),WS 1 (Port 2),320,420,420.0,30.0 + 30.0 + 30.0 + 10.0
11,1,return,134,134,WS 1 (Port 2),(1;1;0),436,554,554.0,30.0 + 58.0 + 30.0
12,2,target,71,71,(2;10;5),WS 1 (Port 1),480,620,620.0,30.0 + 70.0 + 30.0 + 10.0
13,0,return,71,71,WS 1 (Port 1),(0;3;3),628,713,713.0,30.0 + 25.0 + 30.0
14,1,target,56,56,(0;0;0),WS 1 (Port 2),564,644,644.0,30.0 + 10.0 + 30.0 + 10.0
15,1,return,56,56,WS 1 (Port 2),(0;0;0),652,722,722.0,30.0 + 10.0 + 30.0
16,2,target,44,44,(2;1;2),WS 1 (Port 1),635,730,730.0,30.0 + 25.0 + 30.0 + 10.0
17,0,return,44,44,WS 1 (Port 1),(0;3;2),738,823,823.0,30.0 + 25.0 + 30.0
18,1,target,27,27,(5;3;0),WS 1 (Port 1),762,882,882.0,30.0 + 50.0 + 30.0 + 10.0
19,0,return,27,27,WS 1 (Port 1),(0;3;1),890,975,975.0,30.0 + 25.0 + 30.0
20,2,target,150,150,(0;2;4),WS 1 (Port 2),740,830,830.0,30.0 + 20.0 + 30.0 + 10.0
21,2,return,150,150,WS 1 (Port 2),(0;2;4),838,918,918.0,30.0 + 20.0 + 30.0
22,1,target,79,79,(2;0;1),WS 1 (Port 1),892,982,982.0,30.0 + 20.0 + 30.0 + 10.0
23,1,return,79,79,WS 1 (Port 1),(0;2;3),992,1072,1072.0,30.0 + 20.0 + 30.0
24,2,target,193,193,(1;5;0),WS 1 (Port 1),938,1048,1048.0,30.0 + 40.0 + 30.0 + 10.0
25,0,return,193,193,WS 1 (Port 1),(0;2;2),1056,1136,1136.0,30.0 + 20.0 + 30.0
26,2,target,183,183,(3;5;2),WS 1 (Port 1),1088,1208,1208.0,30.0 + 50.0 + 30.0 + 10.0
27,0,return,183,183,WS 1 (Port 1),(0;2;1),1216,1296,1296.0,30.0 + 20.0 + 30.0
